order_id,product_id,add_to_cart_order,reordered
33681,5473,1,0
34164,29436,1,1
34164,3957,2,1
34164,36484,3,1
34164,3977,4,0
34164,40878,5,0
35187,21413,1,1
35187,30233,2,0
35187,17794,3,0
35187,23405,4,0
35187,47547,5,0
35187,40377,6,0
35187,10644,7,0
35187,6649,8,0
35187,11005,9,0
35187,44359,10,0
35187,8656,11,0
35187,12797,12,0
35187,41220,13,1
35187,21863,14,0
35187,18362,15,1
35187,39275,16,1
35187,15392,17,0
35187,21137,18,0
35187,42445,19,0
38018,4210,1,1
38018,691,2,1
38018,22533,3,0
38018,36696,4,0
38018,9327,5,1
38772,24852,1,1
38772,17872,2,0
38772,44765,3,0
38772,2611,4,0
38772,37646,5,0
38772,7863,6,0
38772,34126,7,0
38772,4957,8,1
38772,40571,9,1
38772,43961,10,0
38772,5451,11,0
38772,12206,12,0
38772,24221,13,0
38772,44142,14,1
38772,7058,15,1
38772,21938,16,0
38772,10749,17,1
38772,48230,18,0
42996,32303,1,1
42996,19691,2,1
42996,31651,3,1
42996,3798,4,1
44449,39928,1,1
44449,47209,2,1
44449,45007,3,1
44449,40706,4,1
44449,24852,5,1
44449,44910,6,1
44449,28289,7,1
44449,20995,8,1
44449,20120,9,0
44449,22825,10,1
44604,39663,1,1
44604,38400,2,1
44604,13176,3,1
44604,25005,4,1
44604,16759,5,1
44604,27105,6,1
44604,15287,7,0
44604,40706,8,0
44604,45200,9,0
44604,29071,10,1
44604,28058,11,1
46584,35561,1,0
47897,36940,1,1
47897,46901,2,1
47897,14678,3,1
47897,41500,4,1
47897,34969,5,0
47897,890,6,0
47897,35824,7,0
47897,22724,8,0
48293,23622,1,0
48293,24852,2,0
48293,35108,3,0
48293,45646,4,1
48293,42828,5,1
50139,27845,1,1
50139,37067,2,1
50139,17314,3,1
51418,49383,1,1
51418,11913,2,1
51418,47766,3,1
51418,24852,4,1
51418,38231,5,0
51418,6638,6,1
51418,16521,7,0
53644,47144,1,1
53644,32648,2,1
53644,1782,3,1
53644,31414,4,1
53644,20169,5,1
53644,1545,6,1
53644,18059,7,1
53644,6069,8,1
53644,11642,9,1
53644,9532,10,1
53644,37997,11,0
54200,35121,1,1
54200,21903,2,1
54200,10212,3,1
54200,41140,4,1
54200,41842,5,1
54200,34905,6,1
54200,34969,7,1
54200,17807,8,1
54200,17620,9,1
54200,47209,10,1
54200,5428,11,1
54200,8467,12,1
54200,11303,13,1
54200,4942,14,1
54200,32285,15,1
54200,2086,16,1
55124,43662,1,0
55124,36865,2,0
55124,24799,3,0
55124,8309,4,0
55124,13062,5,0
55124,6287,6,0
55124,28398,7,0
55124,30776,8,0
55124,45603,9,0
55124,7681,10,0
55124,13263,11,0
55124,45106,12,0
55124,21387,13,0
55124,11448,14,0
55124,49683,15,1
55124,28535,16,1
59226,47209,1,1
59226,36929,2,0
59226,10017,3,1
59226,47626,4,1
59226,44753,5,1
59415,763,1,1
59415,5618,2,0
59415,39009,3,0
59415,17794,4,0
59415,7628,5,0
59415,17093,6,0
59415,42625,7,0
59415,45100,8,0
59415,36486,9,1
59415,43704,10,0
60318,10620,1,1
60318,3124,2,1
60318,10869,3,1
60318,2566,4,1
60318,8366,5,1
60318,12086,6,1
60318,1142,7,1
60318,35199,8,1
60318,29805,9,1
60318,13841,10,1
60318,7393,11,1
60318,25976,12,1
60318,2010,13,1
60318,31210,14,1
60318,37229,15,1
60318,3298,16,1
60318,25513,17,1
60318,44667,18,0
60318,32684,19,1
60318,44805,20,0
60318,37908,21,0
60318,12803,22,0
60318,25495,23,1
60318,10374,24,1
60985,35364,1,0
60985,12124,2,1
60985,48857,3,1
60985,10814,4,1
60985,27241,5,1
60985,36305,6,1
62071,21249,1,1
62071,45007,2,0
62071,45104,3,0
62071,47591,4,0
62071,29274,5,0
62071,38273,6,0
62071,40516,7,0
62071,23959,8,0
62071,6615,9,0
62071,4098,10,0
62071,41165,11,0
62071,21267,12,0
62373,31387,1,0
62373,41131,2,0
62373,12129,3,0
62373,18523,4,0
62373,33754,5,0
62373,37646,6,1
62373,43645,7,1
62373,14708,8,0
62373,46842,9,1
62373,17038,10,0
62373,30425,11,1
62373,24186,12,1
62373,44375,13,0
62373,48988,14,1
62381,39877,1,1
62381,21903,2,1
62381,18465,3,1
62381,40706,4,1
62381,43768,5,1
62381,30391,6,1
62381,38739,7,1
62381,25890,8,0
62381,48679,9,1
62381,27156,10,0
62381,10749,11,1
62381,22935,12,0
62381,47626,13,1
62381,17794,14,1
62381,19049,15,0
62381,46667,16,0
62381,45535,17,0
62381,49075,18,0
62381,16797,19,0
62381,39928,20,0
63916,27839,1,0
63916,39275,2,0
64791,28204,1,0
64791,21567,2,1
64791,4562,3,1
64791,47626,4,0
64791,13176,5,0
64791,21903,6,1
64791,43713,7,0
64791,24964,8,1
64791,48364,9,1
64791,40709,10,1
64791,12036,11,0
64791,37053,12,1
64791,39160,13,1
64791,29418,14,1
64791,47042,15,0
64791,28058,16,1
64791,9839,17,1
65254,24852,1,1
65254,26384,2,1
65254,40310,3,1
65254,37646,4,1
65254,44765,5,1
65254,42244,6,1
65254,47626,7,1
65254,34126,8,1
65254,43961,9,1
65254,4605,10,1
65254,49683,11,1
65254,8518,12,0
65254,41787,13,0
65254,21077,14,1
65254,10749,15,1
65254,28986,16,0
65254,35845,17,0
65254,16759,18,1
65254,24964,19,0
65254,44359,20,0
65254,47766,21,1
65254,26209,22,1
65254,31717,23,1
65724,1194,1,1
65724,24852,2,1
66340,11699,1,1
66340,19204,2,1
66340,5322,3,1
66340,594,4,1
66340,29285,5,1
66340,9532,6,1
66340,1831,7,1
66340,36316,8,1
66340,49520,9,1
66340,31414,10,1
66340,43227,11,1
66340,11642,12,1
66496,31334,1,0
66496,21506,2,0
66496,35951,3,1
66496,43713,4,0
66496,6013,5,1
66496,24852,6,1
66496,39408,7,0
66496,18918,8,0
66496,21903,9,0
66496,1158,10,0
66496,49191,11,1
66496,16797,12,0
68288,46979,1,1
68288,47380,2,0
68288,20995,3,0
68288,43014,4,0
68288,15011,5,0
68288,27156,6,0
68288,13512,7,0
68288,40604,8,0
68288,13198,9,0
68288,9339,10,0
68288,5646,11,0
68288,28986,12,0
68288,27104,13,1
68288,41220,14,0
68288,22825,15,0
68288,34358,16,0
68288,44910,17,0
68288,15290,18,0
68288,14992,19,0
68288,36695,20,0
68288,47042,21,0
68288,23165,22,0
68288,15937,23,0
68288,25931,24,0
68288,5818,25,0
68288,1529,26,0
68288,32537,27,0
68288,11782,28,0
68288,30489,29,0
68288,36735,30,0
68288,18441,31,0
68288,15392,32,0
68288,7632,33,0
68288,32299,34,0
68288,48204,35,0
68288,28535,36,0
68288,34128,37,0
68288,8988,38,0
68288,13212,39,0
68288,7746,40,0
68288,35973,41,0
68288,35725,42,0
68288,45664,43,0
68288,16857,44,0
68288,31506,45,0
68288,47526,46,0
72626,21927,1,1
72626,4793,2,1
72626,9637,3,1
72626,24852,4,1
72626,9203,5,1
72626,46979,6,1
72626,45774,7,0
72626,33754,8,0
72626,18370,9,0
72626,21137,10,0
72626,8239,11,0
72626,13629,12,1
72626,11130,13,1
72626,49215,14,1
72626,22963,15,0
72626,2452,16,1
72626,4962,17,0
72626,17630,18,0
72626,37718,19,0
75972,47626,1,1
75972,46979,2,1
75972,19048,3,1
77399,32599,1,1
77399,23148,2,1
77399,35607,3,1
77399,22372,4,0
77399,13708,5,0
77399,34202,6,0
77399,31829,7,0
77449,45007,1,1
77449,5322,2,0
77449,20670,3,0
77449,49131,4,0
77449,30839,5,1
77449,7559,6,1
77449,9339,7,1
77449,47209,8,1
77449,13176,9,1
77449,1463,10,1
77449,47672,11,1
77449,42445,12,1
77449,6348,13,1
77449,8277,14,1
77449,33100,15,1
77449,33636,16,1
77449,35383,17,1
77449,28380,18,1
77613,15680,1,1
77791,21508,1,0
77791,16965,2,0
77791,8668,3,0
77791,18793,4,0
77791,49326,5,0
77791,43352,6,0
77791,9076,7,0
77791,21137,8,0
77791,11662,9,0
77791,27044,10,0
77791,27086,11,1
77791,48205,12,0
77791,47766,13,1
77791,28204,14,1
77791,2434,15,0
77791,24852,16,1
77791,31387,17,1
79015,37987,1,0
79015,6873,2,0
79015,41055,3,0
79015,27344,4,0
79015,15503,5,0
79015,24964,6,0
79015,22713,7,0
79015,34969,8,0
79015,37524,9,0
79015,26165,10,0
80629,13575,1,1
80629,10441,2,1
80629,30450,3,1
80629,37710,4,1
80629,38928,5,1
80629,13176,6,1
80629,16953,7,0
80629,41400,8,0
81012,10814,1,1
81012,8277,2,1
81012,46906,3,1
81012,40706,4,0
81012,13176,5,0
81012,28946,6,1
81012,33000,7,0
81012,117,8,0
81012,27966,9,0
81012,20345,10,0
81012,5449,11,0
81012,47209,12,1
81012,27521,13,1
81012,21903,14,1
81906,1940,1,1
81906,19653,2,0
81906,39988,3,0
81906,41385,4,1
81906,3696,5,1
81906,683,6,0
81906,24660,7,0
81906,5326,8,0
81906,10240,9,1
81906,7644,10,0
81906,40396,11,0
81906,44904,12,0
81906,49481,13,1
81906,19118,14,0
81906,1217,15,0
81906,47626,16,0
83395,30489,1,1
83395,47591,2,0
83395,24184,3,0
83395,260,4,0
83395,9339,5,1
83395,38293,6,0
83395,17828,7,0
83395,9871,8,0
83395,46979,9,1
83395,28535,10,1
83395,47526,11,1
83395,19019,12,0
83395,23879,13,0
83395,40604,14,1
83395,22035,15,0
83395,36865,16,0
83395,31506,17,1
83395,13829,18,0
83395,23541,19,0
83395,28842,20,1
83395,42625,21,0
83395,1529,22,1
83395,20920,23,0
83395,42647,24,0
83395,25931,25,1
83395,20632,26,0
83395,40706,27,1
83395,47042,28,1
83395,16797,29,1
83395,16185,30,0
84983,37718,1,1
84983,38544,2,1
84983,4962,3,1
84983,2748,4,0
84983,45504,5,1
84983,47209,6,0
84983,27243,7,0
85209,21903,1,1
85287,3439,1,1
85287,13237,2,1
85287,25936,3,0
85287,11361,4,1
85287,8153,5,0
85287,18598,6,0
85287,37033,7,0
85287,31066,8,0
85287,35731,9,0
85287,763,10,0
85768,9387,1,0
85768,22615,2,0
85768,15363,3,0
85768,42904,4,0
85768,9623,5,0
85768,48015,6,0
85768,18880,7,0
85844,4920,1,1
85844,3798,2,1
85844,31759,3,1
85844,37710,4,0
86313,17948,1,0
86313,47500,2,0
86313,46969,3,0
86313,17794,4,0
86313,45200,5,1
86313,28278,6,0
86313,1158,7,0
86313,32299,8,0
86918,42913,1,0
86918,34690,2,1
86918,25170,3,0
86918,47805,4,0
86918,41483,5,0
86918,40974,6,0
86918,28805,7,0
86918,48437,8,0
86918,4817,9,0
86918,17008,10,1
86918,14905,11,0
86918,14147,12,0
86918,15599,13,1
86918,31487,14,1
86918,22608,15,0
86918,9387,16,0
86918,9076,17,0
86918,16855,18,0
86918,22999,19,0
86918,35042,20,0
86918,31087,21,0
88090,29447,1,1
88224,49683,1,1
88224,49235,2,1
88224,27845,3,1
91180,44815,1,1
91180,5024,2,0
91180,28601,3,1
91180,39558,4,0
91180,32267,5,0
91180,42585,6,0
91180,48493,7,1
91180,10246,8,0
91957,24838,1,0
91957,47759,2,0
91957,45061,3,0
91957,16965,4,0
91957,38563,5,0
91957,26709,6,0
91957,1689,7,0
91957,26604,8,0
91957,19604,9,0
91957,29908,10,0
91957,32942,11,0
91957,44008,12,0
91957,37055,13,0
91957,5124,14,0
91957,13643,15,0
91957,45965,16,0
91957,11262,17,0
91957,9551,18,0
92708,23341,1,1
92708,3439,2,1
92708,24852,3,1
92708,11361,4,1
92708,46059,5,1
92708,35731,6,1
92708,35206,7,0
92708,19488,8,0
94891,22199,1,0
94891,25146,2,0
97480,8277,1,1
97480,7559,2,1
97480,47209,3,1
97480,42445,4,1
97480,1463,5,1
97480,13176,6,1
97480,49235,7,1
97480,33100,8,1
97480,18288,9,1
97480,27104,10,1
97480,47672,11,1
97801,2748,1,0
97801,17652,2,0
97801,10132,3,0
97801,41860,4,0
100777,49424,1,1
100777,47626,2,1
100777,39180,3,1
100777,8021,4,1
100777,23543,5,1
100777,16752,6,0
100777,33290,7,1
100777,24852,8,1
102218,24221,1,1
102218,28199,2,1
102218,30353,3,1
102218,47209,4,1
102218,35898,5,1
102218,17284,6,1
102218,35939,7,1
102218,30720,8,1
103726,13176,1,1
103726,6182,2,1
103726,39877,3,1
103726,22825,4,1
103726,34409,5,1
103726,31720,6,1
103726,42701,7,1
103726,28476,8,1
103726,21903,9,1
107326,46735,1,0
107326,23665,2,0
107326,30356,3,0
107326,4210,4,0
107326,13818,5,0
107326,14992,6,0
107326,2563,7,0
107326,12785,8,0
107326,35825,9,0
107326,35793,10,0
107326,48214,11,0
107326,12339,12,0
107326,10919,13,0
107326,12620,14,0
107326,46719,15,0
107326,41165,16,0
107326,13158,17,0
107326,49481,18,0
107326,4390,19,0
107326,19505,20,0
107326,46498,21,0
107377,9339,1,1
107377,47672,2,1
107377,1463,3,1
107377,21137,4,1
107377,6348,5,1
107377,24489,6,1
107377,49235,7,1
107377,22935,8,1
107377,24184,9,0
107377,42294,10,0
107377,14717,11,0
107377,27730,12,0
107377,2309,13,0
107377,44303,14,0
107377,6719,15,1
107377,12935,16,0
107377,36082,17,0
107377,2228,18,0
111429,7835,1,1
111429,21903,2,1
111429,45007,3,1
111429,39928,4,1
111429,47209,5,1
111429,40706,6,1
111429,24852,7,1
111429,14992,8,1
111429,28289,9,1
111429,47626,10,1
111429,44910,11,1
111429,22825,12,1
111429,21616,13,1
111429,1890,14,1
111429,19934,15,1
111429,19057,16,1
111429,5612,17,1
111429,14578,18,1
111429,44359,19,1
111429,33731,20,1
111429,41950,21,1
111429,1025,22,1
111429,46667,23,1
111429,47591,24,1
111429,40604,25,1
111429,13110,26,1
111429,30305,27,1
111429,2272,28,0
111429,31506,29,0
112762,33198,1,1
112762,42944,2,1
113232,11461,1,1
113232,4210,2,1
113232,11595,3,0
113232,41844,4,1
113232,3142,5,1
113728,37710,1,1
113728,10441,2,1
113728,12427,3,1
113728,1747,4,1
113728,27839,5,1
114213,24852,1,0
114213,47766,2,1
114213,4605,3,0
114213,6046,4,0
114213,47672,5,0
114213,4562,6,0
114213,14897,7,0
114213,14211,8,0
114213,5114,9,0
114213,40215,10,0
114213,17600,11,0
114213,43961,12,0
114213,8186,13,0
114213,21616,14,0
114213,10798,15,0
114213,40310,16,0
114213,23644,17,0
114213,29669,18,0
114213,18370,19,0
114213,10112,20,0
114213,21137,21,0
114213,432,22,1
114213,27104,23,0
114213,41787,24,0
114213,4983,25,0
114213,7923,26,0
114213,34249,27,0
114213,38984,28,0
114213,20327,29,0
114213,10005,30,0
114641,42265,1,0
114641,37646,2,1
114641,13176,3,1
114641,28769,4,1
115344,47541,1,0
115344,43569,2,0
115344,48335,3,0
115344,4793,4,1
115344,9186,5,0
115344,13730,6,1
115344,5612,7,0
115344,21137,8,0
115344,39993,9,0
115344,24764,10,0
115344,17206,11,0
115344,23236,12,0
115344,20512,13,0
115344,15604,14,0
115344,42585,15,0
115344,2326,16,0
115344,22805,17,0
115344,37646,18,0
115344,29592,19,0
115973,19272,1,1
115973,24964,2,0
115973,2573,3,0
115973,20995,4,0
115973,21137,5,1
115973,10753,6,0
115973,49131,7,0
115973,47672,8,0
115973,29487,9,0
118133,31222,1,1
118133,23423,2,1
118133,16393,3,0
119858,3957,1,1
119858,47209,2,1
119858,12384,3,1
119858,43154,4,1
119858,15649,5,1
119858,30795,6,1
119858,46667,7,1
120590,23909,1,1
120590,39889,2,0
120590,44628,3,0
120590,79,4,1
120590,33518,5,1
120590,20478,6,1
120590,18610,7,0
120590,45061,8,0
120590,40203,9,0
120590,31562,10,0
120590,42208,11,0
121053,10895,1,0
121053,14267,2,0
121053,39121,3,0
121053,42828,4,0
121053,45066,5,1
121053,37999,6,1
121053,45628,7,1
121053,37602,8,1
121053,29871,9,1
121053,22963,10,1
121053,19019,11,1
121053,6361,12,1
121053,31683,13,1
121053,519,14,1
121053,49508,15,1
121053,17638,16,1
121053,40852,17,1
121053,27690,18,1
121053,9598,19,1
121053,15581,20,1
121053,45537,21,1
121053,13198,22,1
121053,43967,23,1
121053,30391,24,1
121548,29015,1,1
121548,19691,2,1
121548,4920,3,1
122158,46901,1,1
122158,36940,2,1
122158,13646,3,1
122158,890,4,1
122158,35824,5,1
122158,22724,6,1
122158,15011,7,1
122158,11913,8,1
122274,4562,1,1
122274,13176,2,1
122274,28058,3,1
122274,27105,4,1
122274,48364,5,1
122274,12872,6,1
122274,26369,7,1
122274,21267,8,1
122274,21903,9,1
122274,28309,10,0
122274,29071,11,1
122274,22451,12,1
122274,5322,13,0
122604,12384,1,1
122604,39968,2,1
122604,3957,3,1
122604,11543,4,1
122604,35522,5,1
122604,33120,6,0
122604,7673,7,1
122604,15649,8,0
122604,4472,9,1
122604,30850,10,0
122604,27521,11,0
122604,24964,12,0
122604,30795,13,0
122604,5479,14,0
122604,47209,15,0
122960,29447,1,1
122960,30233,2,1
122960,29615,3,1
122960,48790,4,1
122960,18523,5,0
122960,33787,6,0
122960,30391,7,1
122960,47626,8,1
122960,44570,9,1
122960,41771,10,0
122960,13076,11,0
122960,29487,12,1
122960,14381,13,0
123002,24852,1,1
123002,8424,2,0
123002,46802,3,0
123002,3439,4,1
123002,26032,5,0
123124,9387,1,1
123124,2855,2,1
123124,31915,3,1
123124,3255,4,0
123124,12206,5,0
123124,46346,6,0
123124,8929,7,0
123124,29307,8,0
123124,42265,9,0
124049,2966,1,1
124049,44303,2,1
124049,17526,3,1
124049,16521,4,1
124049,13176,5,1
124049,13870,6,1
124049,47717,7,1
124049,21914,8,1
124049,22227,9,1
124049,25466,10,1
124049,21405,11,1
124049,27104,12,0
124049,2086,13,1
124049,1516,14,1
124049,3863,15,0
124049,9860,16,0
124049,5547,17,0
124049,47937,18,0
124049,15516,19,0
124049,26209,20,1
124049,20580,21,1
124049,15386,22,1
124049,40063,23,0
124049,26648,24,0
124049,37337,25,0
124049,12756,26,0
124049,43789,27,1
124049,26800,28,0
124049,28204,29,0
124049,16797,30,0
124049,13310,31,0
124049,19446,32,0
125426,26032,1,1
125426,27845,2,1
125426,27966,3,1
125426,41063,4,1
125426,24957,5,1
125426,27086,6,0
125610,31988,1,1
125610,20169,2,1
125610,1782,3,1
125610,32648,4,1
125610,31414,5,1
125610,13740,6,1
125610,32293,7,1
125610,19204,8,1
125610,3765,9,1
127769,28204,1,1
127769,24852,2,1
127769,5450,3,1
127769,8424,4,1
127769,17794,5,1
127769,30450,6,0
127769,21295,7,0
127769,19478,8,0
127769,32653,9,1
127769,12857,10,1
127769,7371,11,1
127769,1870,12,0
127769,48679,13,1
127769,28849,14,0
127769,30962,15,1
127769,9076,16,1
127769,33731,17,0
127769,43647,18,0
128294,27845,1,1
128294,42445,2,1
128294,12456,3,1
128294,11452,4,0
128294,24957,5,0
128294,49235,6,1
129025,3765,1,0
129025,1194,2,1
129152,46842,1,1
129152,43645,2,1
129152,30618,3,0
129152,48988,4,1
131991,19678,1,1
131991,7014,2,1
131991,6182,3,1
131991,47209,4,1
131991,47018,5,1
134879,42342,1,0
134879,23765,2,0
134879,39812,3,0
134879,46979,4,0
134879,39037,5,0
134879,40706,6,0
134879,39732,7,0
134879,2452,8,0
134879,7781,9,0
134879,4605,10,0
134879,24852,11,0
134879,47089,12,0
134879,32433,13,0
134879,45364,14,0
134879,39911,15,0
135696,44632,1,1
135696,30592,2,1
135696,10339,3,1
135696,14947,4,1
135696,31615,5,1
135696,23377,6,0
137318,38300,1,0
138463,29487,1,0
138463,39646,2,0
138463,13822,3,0
138463,27676,4,0
138463,20463,5,0
138463,13287,6,1
138463,24952,7,0
138463,19624,8,0
138463,11827,9,0
139882,33219,1,1
139882,7628,2,1
139882,25544,3,0
139882,14144,4,1
139882,11408,5,0
139882,2512,6,0
139882,10350,7,1
142873,24852,1,1
142873,40174,2,1
142873,26165,3,1
142873,30290,4,1
142873,8021,5,0
142873,3793,6,0
142873,11005,7,0
142873,24156,8,0
142873,26209,9,0
142873,24964,10,1
142873,15937,11,0
142873,46667,12,1
142873,48104,13,0
142873,21903,14,0
142873,46906,15,0
144358,27845,1,1
144358,21903,2,0
144358,24964,3,0
144358,22963,4,0
144358,36724,5,0
144358,16987,6,0
145694,8467,1,1
145694,5959,2,1
145694,37825,3,0
145694,40229,4,0
145694,7054,5,1
145694,46802,6,0
145694,2228,7,0
145694,34584,8,1
145694,24082,9,1
145694,13535,10,0
145694,42450,11,1
145694,49075,12,0
145694,24852,13,1
145694,36506,14,1
146945,128,1,0
146945,31081,2,0
146945,42443,3,1
146945,44075,4,1
146945,39557,5,1
146945,17830,6,1
146945,19022,7,1
146945,27086,8,1
146945,41806,9,1
146945,43654,10,1
146945,11576,11,1
146945,5460,12,1
146945,20738,13,1
146991,13176,1,1
146991,42754,2,1
146991,18171,3,1
146991,14129,4,1
146991,24221,5,1
146991,22035,6,1
146991,8424,7,1
146991,26283,8,1
146991,39619,9,1
146991,24156,10,1
146991,13802,11,1
146991,23208,12,1
146991,34126,13,0
146991,41556,14,0
146991,44987,15,0
146991,4461,16,0
146991,7021,17,0
146991,17794,18,0
146991,37646,19,1
146991,10246,20,0
146991,24964,21,0
146991,13844,22,0
146991,12419,23,0
146991,35333,24,0
147262,196,1,1
147909,30463,1,0
147909,43394,2,1
147909,9337,3,0
147909,20512,4,1
147909,42356,5,0
147909,13730,6,1
147909,34969,7,1
148717,48493,1,0
148717,15984,2,0
148717,44815,3,1
148717,48220,4,0
148717,30510,5,1
148717,24852,6,0
148717,9092,7,1
148717,31727,8,0
148717,35939,9,0
148717,44359,10,0
148717,8670,11,0
148717,49175,12,0
150025,48127,1,1
150025,16609,2,1
150025,35425,3,1
150025,16083,4,0
150528,196,1,1
150528,43720,2,0
150528,13176,3,1
150528,39657,4,1
150528,10685,5,0
152323,35221,1,0
152323,13176,2,0
152323,27156,3,0
152323,16291,4,0
152330,19691,1,1
152330,32303,2,1
152330,31759,3,1
152330,37710,4,1
152330,47402,5,1
152330,24135,6,1
153527,45582,1,1
153527,47626,2,1
153527,26209,3,1
153527,16521,4,0
153527,35140,5,1
