user_id,product_id,u_p_order_rate,u_p_reorder_rate,u_p_avg_position,u_p_orders_since_last,max_streak,user_reorder_rate,user_unique_products,user_total_products,user_avg_cart_size,user_avg_days_between_orders,user_reordered_products_ratio,product_reorder_rate,avg_pos_incart,p_reduced_feat_1,p_reduced_feat_2,p_reduced_feat_3,department_id,order_dow,order_hour_of_day,days_since_prior_order,hour_reorder_rate,day_reorder_rate,p_days_since_prior_order_reorder_rate,u_days_since_prior_order_reorder_rate,days_since_prior_reorder_rate,order_id,reordered
1,26405,0.04285,0.6665,4.668,0,2,0.7285,19,70,6.363,17.27,0.6313,0.4,5.0,0.0,0.0,0.0,54,4,0,14,0.4,0.4,0.2,0.24285714,0.33333334,1187899,1.0
1,27845,0.01428,0.0,9.0,0,0,0.7285,19,70,6.363,17.27,0.6313,0.6665,4.12,0.0,0.0,0.0,84,4,0,14,0.12280702,0.12280702,0.01754386,0.24285714,1.0,1187899,0.0
1,30450,0.01428,0.0,5.0,8,0,0.7285,19,70,6.363,17.27,0.6313,0.543,5.37,0.0,0.0,0.0,88,4,0,14,0.028571429,0.2,0.114285715,0.24285714,0.0,1187899,0.0
1,35951,0.01428,0.0,7.0,1,0,0.7285,19,70,6.363,17.27,0.6313,0.711,5.777,0.0,0.0,0.0,91,4,0,14,0.022222223,0.044444446,0.06666667,0.24285714,0.0,1187899,0.0
1,38928,0.02856,0.5,3.5,0,1,0.7285,19,70,6.363,17.27,0.6313,0.7334,4.668,0.0,0.0,0.0,120,4,0,14,0.2,0.13333334,0.26666668,0.24285714,0.5,1187899,1.0
1,39657,0.02856,0.5,4.0,0,1,0.7285,19,70,6.363,17.27,0.6313,0.7144,3.428,0.0,0.0,0.0,45,4,0,14,0.2857143,0.42857143,0.2857143,0.24285714,0.5,1187899,1.0
1,41787,0.01428,0.0,7.0,6,0,0.7285,19,70,6.363,17.27,0.6313,0.4092,8.23,0.0,0.0,0.0,24,4,0,14,0.13636364,0.09090909,0.045454547,0.24285714,0.0,1187899,0.0
1,46149,0.05713,0.75,5.0,0,3,0.7285,19,70,6.363,17.27,0.6313,0.8716,2.896,0.0,0.0,0.0,77,4,0,14,0.17948718,0.12820514,0.07692308,0.24285714,0.5,1187899,1.0
1,49235,0.04285,0.6665,5.668,0,2,0.7285,19,70,6.363,17.27,0.6313,0.614,4.566,0.0,0.0,0.0,53,4,0,14,0.11363637,0.11363637,0.06818182,0.24285714,0.6666667,1187899,1.0
21,196,0.004738,0.0,2.0,24,0,0.5117,103,211,6.207,10.15,0.33,0.837,2.826,0.0,0.0,0.0,77,1,3,28,0.07608695,0.29347825,0.010869565,0.047393367,0.0,1854765,0.0
21,49235,0.004738,0.0,14.0,1,0,0.5117,103,211,6.207,10.15,0.33,0.614,4.566,0.0,0.0,0.0,53,1,3,28,0.045454547,0.3181818,0.045454547,0.047393367,0.0,1854765,0.0
21,7963,0.004738,0.0,8.0,13,0,0.5117,103,211,6.207,10.15,0.33,0.4285,8.64,0.0,0.0,0.0,58,1,3,28,0.071428575,0.42857143,0.0,0.047393367,0.0,1854765,0.0
21,18523,0.0237,0.8,4.0,1,0,0.5117,103,211,6.207,10.15,0.33,0.5884,7.06,0.0,0.0,0.0,120,1,3,28,0.05882353,0.47058824,0.05882353,0.047393367,0.0,1854765,0.0
21,24852,0.01422,0.6665,10.0,13,2,0.5117,103,211,6.207,10.15,0.33,0.7476,4.74,0.0,0.0,0.0,24,1,3,28,0.123809524,0.2,0.014285714,0.047393367,0.0,1854765,0.0
21,33754,0.004738,0.0,5.0,29,0,0.5117,103,211,6.207,10.15,0.33,0.65,8.65,0.0,0.0,0.0,120,1,3,28,0.1,0.35,0.05,0.047393367,0.0,1854765,0.0
21,37646,0.01422,0.6665,4.668,17,2,0.5117,103,211,6.207,10.15,0.33,0.615,6.098,1.0,0.0,0.0,24,1,3,28,0.01923077,0.25,0.03846154,0.047393367,0.0,1854765,0.0
21,42356,0.004738,0.0,4.0,31,0,0.5117,103,211,6.207,10.15,0.33,0.2222,12.664,1.0,0.0,0.0,88,1,3,28,0.11111111,0.44444445,0.11111111,0.047393367,0.0,1854765,0.0
21,47766,0.03317,0.857,5.715,6,2,0.5117,103,211,6.207,10.15,0.33,0.636,5.703,0.0,0.0,0.0,24,1,3,28,0.022727273,0.25,0.011363637,0.047393367,0.0,1854765,0.0
21,16965,0.004738,0.0,2.0,15,0,0.5117,103,211,6.207,10.15,0.33,0.125,5.75,0.0,0.0,0.0,37,1,3,28,0.125,0.125,0.0,0.047393367,0.0,1854765,0.0
21,21137,0.004738,0.0,8.0,15,0,0.5117,103,211,6.207,10.15,0.33,0.5645,6.652,0.0,0.0,0.0,24,1,3,28,0.03960396,0.16831683,0.0,0.047393367,0.0,1854765,0.0
21,24810,0.004738,0.0,4.0,7,0,0.5117,103,211,6.207,10.15,0.33,0.4,8.4,0.0,0.0,0.0,78,1,3,28,0.0,0.4,0.0,0.047393367,0.0,1854765,0.0
21,26209,0.004738,0.0,1.0,24,0,0.5117,103,211,6.207,10.15,0.33,0.5,7.773,0.0,1.0,0.0,24,1,3,28,0.09090909,0.10606061,0.015151516,0.047393367,0.0,1854765,0.0
21,43352,0.004738,0.0,6.0,15,0,0.5117,103,211,6.207,10.15,0.33,0.4722,6.668,0.0,0.0,0.0,32,1,3,28,0.083333336,0.16666667,0.027777778,0.047393367,0.0,1854765,0.0
21,24799,0.004738,0.0,7.0,1,0,0.5117,103,211,6.207,10.15,0.33,0.706,3.47,0.0,0.0,0.0,120,1,3,28,0.11764706,0.1764706,0.0,0.047393367,0.0,1854765,0.0
21,28465,0.004738,0.0,8.0,1,0,0.5117,103,211,6.207,10.15,0.33,0.25,8.625,0.0,0.0,0.0,120,1,3,28,0.125,0.125,0.0,0.047393367,0.0,1854765,0.0
21,44632,0.03317,0.857,2.143,0,1,0.5117,103,211,6.207,10.15,0.33,0.5757,4.574,0.0,0.0,0.0,115,1,3,28,0.060606062,0.21212122,0.030303031,0.047393367,0.14285715,1854765,1.0
21,27086,0.01422,0.6665,8.336,6,1,0.5117,103,211,6.207,10.15,0.33,0.635,5.17,0.0,0.0,0.0,53,1,3,28,0.115384616,0.15384616,0.057692308,0.047393367,0.0,1854765,0.0
21,9076,0.004738,0.0,7.0,15,0,0.5117,103,211,6.207,10.15,0.33,0.375,10.46,1.0,0.0,0.0,116,1,3,28,0.083333336,0.041666668,0.0,0.047393367,0.0,1854765,0.0
21,28199,0.009476,0.5,6.0,18,1,0.5117,103,211,6.207,10.15,0.33,0.5835,5.043,1.0,0.0,0.0,123,1,3,28,0.041666668,0.20833333,0.0,0.047393367,0.0,1854765,0.0
21,38444,0.004738,0.0,2.0,26,0,0.5117,103,211,6.207,10.15,0.33,0.0,2.75,0.0,0.0,0.0,62,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,2434,0.004738,0.0,15.0,15,0,0.5117,103,211,6.207,10.15,0.33,0.0,15.0,0.0,0.0,0.0,103,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,3023,0.004738,0.0,6.0,3,0,0.5117,103,211,6.207,10.15,0.33,0.0,11.5,0.0,0.0,0.0,78,1,3,28,0.5,0.5,0.0,0.047393367,0.0,1854765,0.0
21,3485,0.004738,0.0,6.0,13,0,0.5117,103,211,6.207,10.15,0.33,0.0,6.0,0.0,0.0,0.0,64,1,3,28,0.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,4006,0.009476,0.5,4.0,4,0,0.5117,103,211,6.207,10.15,0.33,0.1666,6.5,0.0,0.0,0.0,88,1,3,28,0.33333334,0.33333334,0.0,0.047393367,0.0,1854765,0.0
21,4606,0.009476,0.5,3.5,19,0,0.5117,103,211,6.207,10.15,0.33,0.5,3.5,0.0,0.0,0.0,23,1,3,28,0.0,0.5,0.0,0.047393367,0.0,1854765,0.0
21,5860,0.004738,0.0,4.0,21,0,0.5117,103,211,6.207,10.15,0.33,0.0,4.0,0.0,0.0,0.0,117,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,6348,0.01422,0.6665,3.0,5,1,0.5117,103,211,6.207,10.15,0.33,0.4285,6.715,1.0,0.0,0.0,21,1,3,28,0.0,0.42857143,0.14285715,0.047393367,0.0,1854765,0.0
21,6576,0.004738,0.0,2.0,1,0,0.5117,103,211,6.207,10.15,0.33,0.0,2.0,0.0,0.0,0.0,78,1,3,28,1.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,6991,0.004738,0.0,5.0,31,0,0.5117,103,211,6.207,10.15,0.33,0.0,5.0,0.0,0.0,0.0,48,1,3,28,0.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,7331,0.004738,0.0,3.0,12,0,0.5117,103,211,6.207,10.15,0.33,0.0,3.0,0.0,0.0,0.0,3,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,8214,0.004738,0.0,5.0,1,0,0.5117,103,211,6.207,10.15,0.33,0.0,5.0,0.0,0.0,0.0,4,1,3,28,1.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,8668,0.004738,0.0,3.0,15,0,0.5117,103,211,6.207,10.15,0.33,0.0,3.0,0.0,0.0,0.0,37,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,10151,0.01422,0.6665,3.0,3,0,0.5117,103,211,6.207,10.15,0.33,0.625,6.25,0.0,0.0,0.0,123,1,3,28,0.0,0.375,0.0,0.047393367,0.0,1854765,0.0
21,10957,0.009476,0.5,3.5,0,1,0.5117,103,211,6.207,10.15,0.33,0.5,3.5,0.0,0.0,0.0,77,1,3,28,0.5,0.5,0.5,0.047393367,0.5,1854765,1.0
21,11187,0.004738,0.0,3.0,28,0,0.5117,103,211,6.207,10.15,0.33,0.0,3.0,0.0,0.0,0.0,94,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,11352,0.004738,0.0,7.0,31,0,0.5117,103,211,6.207,10.15,0.33,0.0,9.0,0.0,0.0,0.0,78,1,3,28,0.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,11662,0.004738,0.0,9.0,15,0,0.5117,103,211,6.207,10.15,0.33,0.0,9.0,1.0,0.0,0.0,83,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,12013,0.004738,0.0,3.0,26,0,0.5117,103,211,6.207,10.15,0.33,0.0,2.0,0.0,0.0,0.0,28,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,12129,0.004738,0.0,3.0,29,0,0.5117,103,211,6.207,10.15,0.33,0.0,3.0,1.0,0.0,0.0,27,1,3,28,0.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,12615,0.004738,0.0,2.0,28,0,0.5117,103,211,6.207,10.15,0.33,0.0,2.5,0.0,0.0,0.0,77,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,12683,0.009476,0.5,3.5,0,0,0.5117,103,211,6.207,10.15,0.33,0.5,3.5,0.0,0.0,0.0,117,1,3,28,0.5,1.0,0.5,0.047393367,0.5,1854765,1.0
21,13263,0.004738,0.0,9.0,1,0,0.5117,103,211,6.207,10.15,0.33,0.4443,8.336,0.0,0.0,0.0,120,1,3,28,0.11111111,0.22222222,0.0,0.047393367,0.0,1854765,0.0
21,13588,0.004738,0.0,5.0,17,0,0.5117,103,211,6.207,10.15,0.33,0.0,5.0,0.0,0.0,0.0,104,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,14708,0.004738,0.0,8.0,29,0,0.5117,103,211,6.207,10.15,0.33,0.0,8.0,0.0,0.0,0.0,124,1,3,28,0.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,14788,0.01895,0.75,2.75,2,1,0.5117,103,211,6.207,10.15,0.33,0.75,2.75,1.0,0.0,0.0,94,1,3,28,0.0,0.75,0.0,0.047393367,0.0,1854765,0.0
21,15618,0.004738,0.0,5.0,7,0,0.5117,103,211,6.207,10.15,0.33,0.0,5.0,0.0,0.0,0.0,78,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,15720,0.004738,0.0,4.0,24,0,0.5117,103,211,6.207,10.15,0.33,0.0,4.0,0.0,0.0,0.0,27,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,15902,0.009476,0.5,4.5,7,0,0.5117,103,211,6.207,10.15,0.33,0.5,8.0,0.0,0.0,0.0,23,1,3,28,0.16666667,0.0,0.0,0.047393367,0.0,1854765,0.0
21,16139,0.004738,0.0,4.0,26,0,0.5117,103,211,6.207,10.15,0.33,0.0,2.5,0.0,0.0,0.0,27,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,16464,0.004738,0.0,6.0,31,0,0.5117,103,211,6.207,10.15,0.33,0.7,7.2,0.0,0.0,0.0,3,1,3,28,0.2,0.1,0.0,0.047393367,0.0,1854765,0.0
21,16615,0.004738,0.0,6.0,0,0,0.5117,103,211,6.207,10.15,0.33,0.0,6.0,0.0,0.0,0.0,64,1,3,28,1.0,1.0,1.0,0.047393367,1.0,1854765,0.0
21,17038,0.004738,0.0,10.0,29,0,0.5117,103,211,6.207,10.15,0.33,0.0,10.0,0.0,0.0,0.0,66,1,3,28,0.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,17616,0.009476,0.5,4.0,28,0,0.5117,103,211,6.207,10.15,0.33,0.5454,6.547,0.0,0.0,0.0,78,1,3,28,0.0,0.18181819,0.0,0.047393367,0.0,1854765,0.0
21,17982,0.004738,0.0,3.0,1,0,0.5117,103,211,6.207,10.15,0.33,0.0,3.0,0.0,0.0,0.0,67,1,3,28,1.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,18721,0.009476,0.5,5.5,18,1,0.5117,103,211,6.207,10.15,0.33,0.6665,3.5,0.0,0.0,0.0,107,1,3,28,0.0,0.33333334,0.0,0.047393367,0.0,1854765,0.0
21,18793,0.004738,0.0,4.0,15,0,0.5117,103,211,6.207,10.15,0.33,0.0,4.0,0.0,0.0,0.0,103,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,20272,0.004738,0.0,1.0,26,0,0.5117,103,211,6.207,10.15,0.33,0.0,1.0,0.0,0.0,0.0,62,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,21508,0.004738,0.0,1.0,15,0,0.5117,103,211,6.207,10.15,0.33,0.0,1.0,0.0,0.0,0.0,37,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,22275,0.004738,0.0,1.0,7,0,0.5117,103,211,6.207,10.15,0.33,0.3333,7.5,0.0,0.0,0.0,66,1,3,28,0.16666667,0.16666667,0.0,0.047393367,0.0,1854765,0.0
21,23504,0.004738,0.0,5.0,24,0,0.5117,103,211,6.207,10.15,0.33,0.0,5.0,0.0,0.0,0.0,62,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,23729,0.09955,0.952,2.191,2,19,0.5117,103,211,6.207,10.15,0.33,0.952,2.191,0.0,0.0,0.0,86,1,3,28,0.0,0.47619048,0.04761905,0.047393367,0.04761905,1854765,0.0
21,24186,0.01422,0.6665,5.668,8,2,0.5117,103,211,6.207,10.15,0.33,0.6665,5.668,0.0,0.0,0.0,115,1,3,28,0.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,25513,0.004738,0.0,4.0,1,0,0.5117,103,211,6.207,10.15,0.33,0.636,5.363,0.0,0.0,0.0,23,1,3,28,0.18181819,0.6363636,0.0,0.047393367,0.0,1854765,0.0
21,25740,0.009476,0.5,1.0,0,1,0.5117,103,211,6.207,10.15,0.33,0.5,1.0,0.0,0.0,0.0,78,1,3,28,1.0,1.0,0.5,0.047393367,0.5,1854765,1.0
21,27044,0.004738,0.0,10.0,15,0,0.5117,103,211,6.207,10.15,0.33,0.0,10.0,0.0,0.0,0.0,88,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,27548,0.009476,0.5,8.5,1,0,0.5117,103,211,6.207,10.15,0.33,0.5,8.5,0.0,0.0,0.0,21,1,3,28,0.5,1.0,0.0,0.047393367,0.0,1854765,0.0
21,28204,0.02844,0.8335,7.332,1,4,0.5117,103,211,6.207,10.15,0.33,0.439,6.855,0.0,0.0,0.0,24,1,3,28,0.09756097,0.24390244,0.0,0.047393367,0.0,1854765,0.0
21,29095,0.004738,0.0,8.0,25,0,0.5117,103,211,6.207,10.15,0.33,0.3333,9.0,0.0,0.0,0.0,108,1,3,28,0.33333334,0.0,0.0,0.047393367,0.0,1854765,0.0
21,29127,0.004738,0.0,8.0,3,0,0.5117,103,211,6.207,10.15,0.33,0.2856,7.0,0.0,0.0,0.0,91,1,3,28,0.14285715,0.14285715,0.0,0.047393367,0.0,1854765,0.0
21,30425,0.009476,0.5,8.0,29,1,0.5117,103,211,6.207,10.15,0.33,0.5,8.0,0.0,0.0,0.0,3,1,3,28,0.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,30618,0.004738,0.0,3.0,30,0,0.5117,103,211,6.207,10.15,0.33,0.0,3.0,1.0,0.0,0.0,78,1,3,28,0.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,31387,0.0237,0.8,7.2,1,0,0.5117,103,211,6.207,10.15,0.33,0.8,7.2,0.0,0.0,0.0,117,1,3,28,0.2,0.6,0.0,0.047393367,0.0,1854765,0.0
21,32553,0.004738,0.0,1.0,28,0,0.5117,103,211,6.207,10.15,0.33,0.8,6.0,0.0,0.0,0.0,98,1,3,28,0.13333334,0.06666667,0.13333334,0.047393367,0.0,1854765,0.0
21,32645,0.009476,0.5,8.0,0,1,0.5117,103,211,6.207,10.15,0.33,0.5,8.0,0.0,0.0,0.0,64,1,3,28,1.0,1.0,0.5,0.047393367,0.5,1854765,1.0
21,33065,0.004738,0.0,3.0,24,0,0.5117,103,211,6.207,10.15,0.33,0.0,2.0,0.0,0.0,0.0,28,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,33127,0.004738,0.0,1.0,6,0,0.5117,103,211,6.207,10.15,0.33,0.0,1.0,0.0,0.0,0.0,117,1,3,28,0.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,33548,0.004738,0.0,2.0,25,0,0.5117,103,211,6.207,10.15,0.33,0.0,2.0,0.0,0.0,0.0,120,1,3,28,0.0,0.5,0.0,0.047393367,0.0,1854765,0.0
21,33819,0.004738,0.0,4.0,25,0,0.5117,103,211,6.207,10.15,0.33,0.5,3.75,0.0,0.0,0.0,120,1,3,28,0.25,0.25,0.0,0.047393367,0.0,1854765,0.0
21,33894,0.01422,0.6665,4.332,2,1,0.5117,103,211,6.207,10.15,0.33,0.5,6.668,0.0,0.0,0.0,78,1,3,28,0.16666667,0.16666667,0.0,0.047393367,0.0,1854765,0.0
21,35221,0.009476,0.5,5.0,24,1,0.5117,103,211,6.207,10.15,0.33,0.5,4.055,0.0,0.0,0.0,115,1,3,28,0.055555556,0.11111111,0.055555556,0.047393367,0.5,1854765,0.0
21,36076,0.004738,0.0,5.0,4,0,0.5117,103,211,6.207,10.15,0.33,0.0,6.5,1.0,0.0,0.0,107,1,3,28,0.0,0.5,0.0,0.047393367,0.0,1854765,0.0
21,36425,0.004738,0.0,6.0,24,0,0.5117,103,211,6.207,10.15,0.33,0.0,6.0,0.0,0.0,0.0,62,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,36574,0.004738,0.0,3.0,5,0,0.5117,103,211,6.207,10.15,0.33,0.0,3.0,1.0,0.0,0.0,3,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,36677,0.004738,0.0,2.0,19,0,0.5117,103,211,6.207,10.15,0.33,0.0,2.0,0.0,0.0,0.0,23,1,3,28,0.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,37940,0.004738,0.0,3.0,25,0,0.5117,103,211,6.207,10.15,0.33,0.0,3.0,1.0,0.0,0.0,120,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,41131,0.004738,0.0,2.0,29,0,0.5117,103,211,6.207,10.15,0.33,0.0,2.5,0.0,0.0,0.0,27,1,3,28,0.0,0.5,0.0,0.047393367,0.0,1854765,0.0
21,42536,0.004738,0.0,7.0,18,0,0.5117,103,211,6.207,10.15,0.33,0.6665,8.445,0.0,0.0,0.0,57,1,3,28,0.11111111,0.22222222,0.0,0.047393367,0.0,1854765,0.0
21,42666,0.004738,0.0,9.0,3,0,0.5117,103,211,6.207,10.15,0.33,0.0,9.0,0.0,0.0,0.0,117,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,43154,0.004738,0.0,1.0,32,0,0.5117,103,211,6.207,10.15,0.33,0.7646,6.06,0.0,0.0,0.0,115,1,3,28,0.0,0.4117647,0.0,0.047393367,0.0,1854765,0.0
21,43645,0.0237,0.8,5.0,29,3,0.5117,103,211,6.207,10.15,0.33,0.8,5.0,0.0,0.0,0.0,86,1,3,28,0.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,43814,0.009476,0.5,3.0,4,1,0.5117,103,211,6.207,10.15,0.33,0.5,3.0,0.0,0.0,0.0,3,1,3,28,0.0,0.5,0.0,0.047393367,0.0,1854765,0.0
21,44156,0.009476,0.5,2.5,25,1,0.5117,103,211,6.207,10.15,0.33,0.4,3.2,0.0,0.0,0.0,120,1,3,28,0.0,0.4,0.0,0.047393367,0.0,1854765,0.0
21,44375,0.01422,0.6665,5.668,23,0,0.5117,103,211,6.207,10.15,0.33,0.6665,5.832,0.0,0.0,0.0,77,1,3,28,0.16666667,0.33333334,0.16666667,0.047393367,0.33333334,1854765,0.0
21,45603,0.01895,0.75,1.5,10,3,0.5117,103,211,6.207,10.15,0.33,0.7617,3.191,0.0,1.0,0.0,31,1,3,28,0.0952381,0.1904762,0.04761905,0.047393367,0.0,1854765,0.0
21,45636,0.004738,0.0,3.0,6,0,0.5117,103,211,6.207,10.15,0.33,0.0,3.0,0.0,0.0,0.0,94,1,3,28,0.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,46388,0.004738,0.0,5.0,25,0,0.5117,103,211,6.207,10.15,0.33,0.0,5.0,0.0,0.0,0.0,3,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
21,46842,0.02844,0.8335,4.668,20,5,0.5117,103,211,6.207,10.15,0.33,0.6,5.4,0.0,0.0,0.0,93,1,3,28,0.1,0.5,0.0,0.047393367,0.0,1854765,0.0
21,47759,0.004738,0.0,4.0,4,0,0.5117,103,211,6.207,10.15,0.33,0.2,4.4,0.0,0.0,0.0,24,1,3,28,0.0,0.4,0.0,0.047393367,0.0,1854765,0.0
21,48205,0.004738,0.0,12.0,15,0,0.5117,103,211,6.207,10.15,0.33,0.5835,8.664,0.0,0.0,0.0,123,1,3,28,0.33333334,0.16666667,0.0,0.047393367,0.0,1854765,0.0
21,48559,0.004738,0.0,4.0,6,0,0.5117,103,211,6.207,10.15,0.33,0.0,4.0,0.0,1.0,0.0,31,1,3,28,0.0,1.0,0.0,0.047393367,0.0,1854765,0.0
21,48988,0.0853,0.9443,3.055,3,6,0.5117,103,211,6.207,10.15,0.33,0.909,3.092,0.0,0.0,0.0,94,1,3,28,0.0,0.45454547,0.045454547,0.047393367,0.055555556,1854765,0.0
21,49326,0.004738,0.0,5.0,15,0,0.5117,103,211,6.207,10.15,0.33,0.0,5.0,0.0,0.0,0.0,121,1,3,28,0.0,0.0,0.0,0.047393367,0.0,1854765,0.0
43,196,0.01111,0.5,5.0,3,1,0.439,101,180,15.0,10.836,0.3564,0.837,2.826,0.0,0.0,0.0,77,5,0,26,0.17391305,0.097826086,0.0,0.18333334,0.0,1864787,0.0
43,5322,0.005554,0.0,11.0,7,0,0.439,101,180,15.0,10.836,0.3564,0.533,9.8,0.0,0.0,0.0,3,5,0,26,0.13333334,0.26666668,0.0,0.18333334,0.0,1864787,0.0
43,9124,0.005554,0.0,11.0,3,0,0.439,101,180,15.0,10.836,0.3564,0.5557,13.555,0.0,0.0,0.0,38,5,0,26,0.0,0.11111111,0.0,0.18333334,0.0,1864787,0.0
43,16797,0.01666,0.6665,4.332,0,1,0.439,101,180,15.0,10.836,0.3564,0.514,8.71,0.0,0.0,0.0,24,5,0,26,0.12857144,0.2,0.014285714,0.18333334,0.33333334,1864787,1.0
43,24852,0.05,0.8887,2.889,0,1,0.439,101,180,15.0,10.836,0.3564,0.7476,4.74,0.0,0.0,0.0,24,5,0,26,0.057142857,0.13333334,0.028571429,0.18333334,0.11111111,1864787,1.0
43,45066,0.01111,0.5,16.5,0,0,0.439,101,180,15.0,10.836,0.3564,0.5454,9.45,0.0,0.0,0.0,24,5,0,26,0.15151516,0.09090909,0.060606062,0.18333334,0.5,1864787,1.0
43,43961,0.005554,0.0,13.0,4,0,0.439,101,180,15.0,10.836,0.3564,0.5,7.26,0.0,0.0,0.0,123,5,0,26,0.10526316,0.078947365,0.02631579,0.18333334,0.0,1864787,0.0
