user_id,product_id,u_p_order_rate,u_p_reorder_rate,u_p_avg_position,u_p_orders_since_last,max_streak
9,21462,0.01020408163265306,0.0,27.0,1,0
9,23592,0.01020408163265306,0.0,28.0,3,0
9,23765,0.01020408163265306,0.0,29.0,1,0
9,24341,0.02040816326530612,0.5,2.0,1,1
9,24952,0.01020408163265306,0.0,23.0,1,0
9,24954,0.02040816326530612,0.5,15.0,0,1
9,26604,0.030612244897959183,0.6666666666666666,8.0,0,2
9,26790,0.01020408163265306,0.0,13.0,3,0
9,27555,0.02040816326530612,0.5,17.0,0,1
9,27596,0.02040816326530612,0.5,10.0,0,1
9,27690,0.01020408163265306,0.0,16.0,3,0
9,27966,0.02040816326530612,0.5,3.0,2,0
9,27973,0.04081632653061224,0.75,8.5,0,0
9,29594,0.030612244897959183,0.6666666666666666,10.333333333333334,0,2
9,30252,0.030612244897959183,0.6666666666666666,7.0,0,2
9,30967,0.02040816326530612,0.5,22.0,0,1
9,31066,0.01020408163265306,0.0,30.0,3,0
9,33754,0.030612244897959183,0.6666666666666666,9.0,0,0
9,33787,0.01020408163265306,0.0,8.0,2,0
9,34448,0.01020408163265306,0.0,24.0,1,0
9,38159,0.02040816326530612,0.5,5.0,2,0
9,38277,0.02040816326530612,0.5,20.0,1,0
9,38777,0.01020408163265306,0.0,35.0,1,0
9,38988,0.02040816326530612,0.5,20.0,0,1
9,39409,0.01020408163265306,0.0,25.0,1,0
9,40571,0.030612244897959183,0.6666666666666666,9.666666666666666,0,0
9,41844,0.02040816326530612,0.5,24.5,0,1
9,42347,0.02040816326530612,0.5,16.0,0,1
9,42828,0.030612244897959183,0.6666666666666666,19.0,0,0
9,43875,0.01020408163265306,0.0,19.0,3,0
9,45045,0.01020408163265306,0.0,17.0,3,0
9,45767,0.02040816326530612,0.5,13.5,1,0
9,47167,0.01020408163265306,0.0,21.0,3,0
10,260,0.013605442176870748,0.5,4.0,1,0
10,1529,0.02040816326530612,0.6666666666666666,23.0,1,0
10,4920,0.006802721088435374,0.0,20.0,3,0
10,5450,0.006802721088435374,0.0,9.0,3,0
10,5646,0.006802721088435374,0.0,11.0,4,0
10,5769,0.006802721088435374,0.0,2.0,3,0
10,5818,0.006802721088435374,0.0,25.0,4,0
10,7632,0.006802721088435374,0.0,33.0,4,0
10,7746,0.006802721088435374,0.0,40.0,4,0
10,8988,0.006802721088435374,0.0,38.0,4,0
10,9339,0.02040816326530612,0.6666666666666666,6.666666666666667,1,0
10,9871,0.013605442176870748,0.5,7.5,1,0
10,10177,0.006802721088435374,0.0,4.0,0,0
10,11068,0.006802721088435374,0.0,30.0,3,0
10,11782,0.006802721088435374,0.0,28.0,4,0
10,13083,0.006802721088435374,0.0,33.0,3,0
10,13198,0.006802721088435374,0.0,9.0,4,0
10,13212,0.006802721088435374,0.0,39.0,4,0
10,13512,0.006802721088435374,0.0,7.0,4,0
10,13629,0.006802721088435374,0.0,3.0,3,0
10,13829,0.013605442176870748,0.5,17.5,1,0
10,14992,0.006802721088435374,0.0,19.0,4,0
10,15011,0.006802721088435374,0.0,5.0,4,0
10,15290,0.006802721088435374,0.0,18.0,4,0
10,15392,0.006802721088435374,0.0,32.0,4,0
10,15937,0.006802721088435374,0.0,23.0,4,0
10,16185,0.013605442176870748,0.5,29.5,1,0
10,16797,0.027210884353741496,0.75,20.0,1,1
10,16857,0.006802721088435374,0.0,44.0,4,0
10,17794,0.006802721088435374,0.0,7.0,3,0
10,17828,0.013605442176870748,0.5,6.5,1,0
10,18441,0.006802721088435374,0.0,31.0,4,0
10,18656,0.006802721088435374,0.0,13.0,3,0
10,19019,0.013605442176870748,0.5,11.5,1,0
10,19678,0.006802721088435374,0.0,8.0,3,0
10,20632,0.013605442176870748,0.5,25.5,1,0
10,20920,0.013605442176870748,0.5,22.5,1,0
10,20995,0.006802721088435374,0.0,3.0,4,0
10,21174,0.006802721088435374,0.0,12.0,3,0
10,21833,0.006802721088435374,0.0,25.0,3,0
10,22035,0.013605442176870748,0.5,14.5,1,0
10,22825,0.006802721088435374,0.0,15.0,4,0
10,23165,0.006802721088435374,0.0,22.0,4,0
10,23541,0.013605442176870748,0.5,18.5,1,0
10,23879,0.013605442176870748,0.5,12.5,1,0
10,24184,0.013605442176870748,0.5,3.0,1,0
10,24654,0.006802721088435374,0.0,3.0,0,0
10,24852,0.006802721088435374,0.0,2.0,5,0
10,25931,0.02040816326530612,0.6666666666666666,24.333333333333332,1,0
10,26209,0.006802721088435374,0.0,17.0,3,0
10,26940,0.006802721088435374,0.0,10.0,3,0
10,27104,0.013605442176870748,0.5,8.0,4,1
10,27156,0.006802721088435374,0.0,6.0,4,0
10,28535,0.027210884353741496,0.75,20.75,1,0
10,28842,0.02040816326530612,0.6666666666666666,21.0,1,2
10,28928,0.006802721088435374,0.0,27.0,3,0
10,28986,0.006802721088435374,0.0,12.0,4,0
10,29650,0.006802721088435374,0.0,1.0,0,0
10,30305,0.006802721088435374,0.0,14.0,3,0
10,30489,0.027210884353741496,0.75,15.0,1,0
10,31506,0.02040816326530612,0.6666666666666666,26.0,1,0
10,31717,0.006802721088435374,0.0,5.0,5,0
10,32299,0.006802721088435374,0.0,34.0,4,0
10,32537,0.006802721088435374,0.0,27.0,4,0
10,34126,0.006802721088435374,0.0,23.0,3,0
10,34128,0.006802721088435374,0.0,37.0,4,0
10,34358,0.006802721088435374,0.0,16.0,4,0
10,35725,0.006802721088435374,0.0,42.0,4,0
10,35973,0.006802721088435374,0.0,41.0,4,0
10,36695,0.006802721088435374,0.0,20.0,4,0
10,36735,0.006802721088435374,0.0,30.0,4,0
10,36865,0.013605442176870748,0.5,15.5,1,0
10,37687,0.006802721088435374,0.0,15.0,3,0
10,38293,0.006802721088435374,0.0,6.0,2,0
10,39877,0.006802721088435374,0.0,21.0,3,0
10,40604,0.02040816326530612,0.6666666666666666,11.666666666666666,1,0
10,40706,0.02040816326530612,0.6666666666666666,19.0,1,2
10,41220,0.006802721088435374,0.0,14.0,4,0
10,42342,0.006802721088435374,0.0,26.0,3,0
10,42625,0.013605442176870748,0.5,20.5,1,0
10,42647,0.013605442176870748,0.5,23.5,1,0
10,42736,0.006802721088435374,0.0,32.0,3,0
10,43014,0.006802721088435374,0.0,4.0,4,0
10,43352,0.006802721088435374,0.0,16.0,3,0
10,44359,0.006802721088435374,0.0,6.0,3,0
10,44910,0.006802721088435374,0.0,17.0,4,0
10,45007,0.006802721088435374,0.0,5.0,3,0
10,45664,0.006802721088435374,0.0,43.0,4,0
10,46979,0.027210884353741496,0.75,4.75,1,2
10,47042,0.02040816326530612,0.6666666666666666,25.333333333333332,1,0
10,47380,0.013605442176870748,0.5,1.5,3,0
10,47526,0.027210884353741496,0.75,24.5,1,0
10,47591,0.013605442176870748,0.5,2.0,1,0
10,47626,0.006802721088435374,0.0,18.0,3,0
10,47788,0.006802721088435374,0.0,22.0,3,0
10,48204,0.006802721088435374,0.0,35.0,4,0
10,48720,0.006802721088435374,0.0,2.0,0,0
10,48775,0.006802721088435374,0.0,11.0,3,0
11,95,0.010638297872340425,0.0,5.0,3,0
11,2002,0.010638297872340425,0.0,6.0,6,0
11,4799,0.010638297872340425,0.0,13.0,0,0
11,5605,0.010638297872340425,0.0,4.0,3,0
11,5989,0.010638297872340425,0.0,9.0,0,0
11,8197,0.010638297872340425,0.0,5.0,4,0
11,8230,0.010638297872340425,0.0,1.0,1,0
11,8309,0.05319148936170213,0.8,7.6,0,3
11,8670,0.031914893617021274,0.6666666666666666,4.666666666666667,3,0
