product_id,order_hour_of_day,hour_reorder_rate
2391,17,0.3333333333333333
2391,20,0.3333333333333333
2408,14,1.0
2422,11,1.0
2426,12,0.5
2426,14,0.5
2434,9,1.0
2435,14,0.5
2435,17,0.5
2450,9,0.3333333333333333
2450,18,0.3333333333333333
2450,19,0.3333333333333333
2452,9,0.2
2452,12,0.2
2452,15,0.2
2452,19,0.2
2452,21,0.2
2480,11,1.0
2481,9,0.25
2481,13,0.25
2481,14,0.25
2481,16,0.25
2512,9,0.5
2512,10,0.5
2514,19,1.0
2516,19,1.0
2517,11,0.25
2517,12,0.125
2517,14,0.125
2517,15,0.125
2517,17,0.25
2517,19,0.125
2519,1,1.0
2524,19,0.5
2524,20,0.5
2556,11,1.0
2573,10,0.5
2573,11,0.5
2581,8,0.25
2581,12,0.25
2581,13,0.25
2581,19,0.25
2597,14,0.5
2597,15,0.5
2604,3,1.0
2611,10,0.3333333333333333
2611,17,0.3333333333333333
2611,20,0.3333333333333333
2616,12,1.0
2627,10,1.0
2643,12,0.5
2643,14,0.5
2646,15,1.0
2651,8,1.0
2656,13,1.0
2661,13,1.0
2669,14,1.0
2707,11,0.5
2707,15,0.5
2708,11,1.0
2717,7,1.0
2732,12,0.3333333333333333
2732,16,0.3333333333333333
2732,22,0.3333333333333333
2748,9,0.11538461538461539
2748,10,0.038461538461538464
2748,11,0.11538461538461539
2748,12,0.038461538461538464
2748,13,0.038461538461538464
2748,15,0.07692307692307693
2748,18,0.11538461538461539
2748,19,0.11538461538461539
2748,20,0.11538461538461539
2748,21,0.11538461538461539
2748,22,0.11538461538461539
2750,14,1.0
2786,12,1.0
2813,15,1.0
2814,16,1.0
2825,10,0.25
2825,12,0.75
2826,12,1.0
2838,18,1.0
2839,8,1.0
2846,11,0.14285714285714285
2846,12,0.14285714285714285
2846,14,0.14285714285714285
2846,16,0.2857142857142857
2846,17,0.14285714285714285
2846,18,0.14285714285714285
2848,17,1.0
2855,7,0.1111111111111111
2855,10,0.2222222222222222
2855,13,0.2222222222222222
2855,14,0.3333333333333333
2855,16,0.1111111111111111
2870,9,1.0
2888,17,1.0
2927,8,0.2
2927,10,0.2
2927,12,0.2
2927,17,0.2
2927,19,0.2
2962,9,0.1111111111111111
2962,14,0.2222222222222222
2962,15,0.2222222222222222
2962,17,0.2222222222222222
2962,19,0.1111111111111111
2962,21,0.1111111111111111
2966,8,0.037037037037037035
2966,9,0.1111111111111111
2966,10,0.07407407407407407
2966,11,0.1111111111111111
2966,12,0.1111111111111111
2966,13,0.07407407407407407
2966,14,0.07407407407407407
2966,15,0.037037037037037035
2966,16,0.14814814814814814
2966,17,0.037037037037037035
2966,18,0.037037037037037035
2966,19,0.07407407407407407
2966,20,0.037037037037037035
2966,21,0.037037037037037035
2969,12,0.3333333333333333
2969,13,0.3333333333333333
2969,19,0.3333333333333333
2974,11,1.0
3007,6,0.3333333333333333
3007,15,0.3333333333333333
3007,19,0.3333333333333333
3023,12,0.5
3023,15,0.5
3045,19,1.0
3061,11,0.3333333333333333
3061,19,0.6666666666666666
3066,10,1.0
3098,15,0.5
3098,21,0.5
3101,11,1.0
3108,10,1.0
3110,13,1.0
3126,17,1.0
3128,13,1.0
3142,9,0.125
3142,10,0.125
3142,11,0.125
3142,12,0.125
3142,14,0.125
3142,16,0.125
3142,17,0.25
3151,9,1.0
3157,12,0.5
3157,14,0.25
3157,15,0.25
3161,11,1.0
3162,15,1.0
3172,6,1.0
3211,15,1.0
3219,11,0.2
3219,14,0.4
3219,16,0.2
3219,18,0.2
3233,9,1.0
3243,12,1.0
3244,14,1.0
3255,10,0.5
3255,14,0.5
3260,13,1.0
3265,14,0.5
3265,17,0.5
3274,17,1.0
3296,9,1.0
3298,6,0.125
3298,10,0.5
3298,12,0.125
3298,13,0.125
3298,15,0.125
3323,18,0.5
3323,19,0.5
3326,15,0.5
3326,19,0.5
3334,17,1.0
3364,13,1.0
3376,7,0.09090909090909091
3376,9,0.18181818181818182
3376,10,0.18181818181818182
3376,12,0.09090909090909091
3376,16,0.18181818181818182
3376,17,0.09090909090909091
3376,18,0.18181818181818182
3377,1,1.0
3382,17,1.0
3384,9,1.0
3389,9,1.0
3390,10,1.0
3397,0,0.3333333333333333
3397,9,0.3333333333333333
3397,11,0.3333333333333333
3398,15,1.0
3407,14,1.0
3431,6,0.5
3431,15,0.5
3452,11,0.5
3452,15,0.5
3464,10,0.3333333333333333
3464,13,0.3333333333333333
3464,16,0.3333333333333333
3469,9,0.07692307692307693
3469,10,0.23076923076923078
3469,12,0.15384615384615385
3469,13,0.23076923076923078
3469,14,0.15384615384615385
3469,17,0.07692307692307693
3469,18,0.07692307692307693
3473,9,1.0
3481,9,0.25
3481,11,0.25
3481,12,0.25
3481,17,0.25
3485,9,1.0
3512,17,1.0
3513,3,0.5
3513,5,0.5
3518,14,1.0
3519,7,1.0
3545,11,1.0
3578,10,1.0
3579,14,0.6666666666666666
3579,15,0.3333333333333333
3583,7,0.05263157894736842
3583,8,0.3157894736842105
3583,9,0.2631578947368421
3583,11,0.10526315789473684
3583,12,0.05263157894736842
3583,13,0.05263157894736842
3583,16,0.05263157894736842
3583,18,0.10526315789473684
3590,12,1.0
3593,12,1.0
3599,1,0.2
3599,10,0.2
3599,16,0.2
3599,21,0.2
3599,22,0.2
3600,12,1.0
3603,10,0.3333333333333333
3603,19,0.3333333333333333
3603,20,0.3333333333333333
3627,9,0.5
3627,10,0.5
3631,13,1.0
3634,12,1.0
3648,11,1.0
3661,20,1.0
3672,13,1.0
3675,19,1.0
3676,16,1.0
3690,3,1.0
3696,8,0.14285714285714285
3696,11,0.14285714285714285
3696,12,0.14285714285714285
3696,14,0.14285714285714285
3696,16,0.14285714285714285
3696,20,0.14285714285714285
3696,22,0.14285714285714285
3703,11,0.5
3703,15,0.5
3714,16,1.0
3721,16,0.3333333333333333
3721,17,0.3333333333333333
3721,18,0.3333333333333333
3747,12,0.5
3747,17,0.5
3751,14,1.0
3765,9,0.14285714285714285
3765,10,0.2857142857142857
3765,13,0.14285714285714285
3765,15,0.42857142857142855
3798,9,0.08333333333333333
3798,10,0.08333333333333333
3798,11,0.16666666666666666
3798,12,0.08333333333333333
3798,13,0.08333333333333333
3798,15,0.25
3798,16,0.25
3800,7,0.14285714285714285
3800,9,0.14285714285714285
3800,11,0.42857142857142855
3800,12,0.14285714285714285
3800,14,0.14285714285714285
3808,5,0.3333333333333333
3808,8,0.3333333333333333
3808,19,0.3333333333333333
3822,11,0.5
3822,17,0.5
3835,8,0.16666666666666666
3835,9,0.16666666666666666
3835,17,0.5
3835,20,0.16666666666666666
3855,9,1.0
3856,11,1.0
3858,9,1.0
3863,13,1.0
3873,9,0.3333333333333333
3873,10,0.3333333333333333
3873,13,0.3333333333333333
3880,12,1.0
3884,8,0.25
3884,10,0.25
3884,12,0.25
3884,16,0.25
3896,2,0.1111111111111111
3896,9,0.1111111111111111
3896,12,0.2222222222222222
3896,13,0.2222222222222222
3896,14,0.2222222222222222
3896,16,0.1111111111111111
3919,9,0.2
3919,10,0.4
3919,11,0.2
3919,17,0.2
3951,8,1.0
3952,12,0.5
3952,14,0.25
3952,20,0.25
3957,0,0.034482758620689655
3957,2,0.017241379310344827
3957,5,0.017241379310344827
3957,7,0.034482758620689655
3957,8,0.034482758620689655
3957,9,0.017241379310344827
3957,10,0.05172413793103448
3957,11,0.1206896551724138
3957,12,0.10344827586206896
3957,13,0.08620689655172414
3957,14,0.13793103448275862
3957,15,0.08620689655172414
3957,16,0.08620689655172414
3957,17,0.017241379310344827
3957,18,0.034482758620689655
3957,19,0.017241379310344827
3957,20,0.034482758620689655
3957,21,0.05172413793103448
3957,22,0.017241379310344827
3962,16,1.0
3977,14,0.5
3977,15,0.5
3988,10,0.25
3988,17,0.25
3988,19,0.25
3988,20,0.25
3990,11,0.25
3990,17,0.5
3990,18,0.25
3996,17,1.0
3999,7,0.3333333333333333
3999,17,0.6666666666666666
4006,8,0.16666666666666666
4006,9,0.3333333333333333
4006,11,0.16666666666666666
4006,12,0.3333333333333333
4025,12,1.0
4058,19,1.0
4066,18,1.0
4071,10,1.0
4086,8,0.2
4086,9,0.1
4086,11,0.1
4086,12,0.1
4086,13,0.1
4086,14,0.3
4086,15,0.1
4091,17,1.0
4097,9,1.0
4098,15,1.0
4136,12,1.0
4138,9,0.5
4138,19,0.5
4149,15,1.0
4163,9,1.0
4169,15,1.0
4189,13,1.0
4193,10,0.5
4193,14,0.5
4210,5,0.034482758620689655
4210,8,0.10344827586206896
4210,9,0.06896551724137931
4210,10,0.06896551724137931
4210,11,0.034482758620689655
4210,12,0.034482758620689655
4210,13,0.13793103448275862
4210,14,0.1724137931034483
4210,17,0.10344827586206896
4210,18,0.10344827586206896
4210,20,0.034482758620689655
4210,21,0.06896551724137931
4210,22,0.034482758620689655
4217,10,1.0
4235,14,1.0
4269,13,0.5
4269,18,0.5
4274,9,0.2
4274,10,0.2
4274,13,0.4
4274,14,0.2
4292,16,1.0
4294,10,1.0
4302,5,0.25
4302,11,0.25
4302,15,0.25
4302,17,0.25
4317,12,1.0
4338,15,1.0
4343,19,1.0
4347,17,0.5
4347,21,0.5
4350,4,0.3333333333333333
4350,15,0.3333333333333333
4350,17,0.3333333333333333
4352,10,1.0
4357,16,1.0
4367,1,0.25
4367,11,0.25
4367,14,0.25
4367,15,0.25
4374,10,1.0
4387,11,1.0
4398,17,1.0
4406,9,0.3333333333333333
4406,12,0.3333333333333333
4406,18,0.3333333333333333
4410,12,0.6666666666666666
4410,23,0.3333333333333333
4421,12,0.25
4421,17,0.25
4421,18,0.25
4421,21,0.25
4428,11,1.0
4447,10,1.0
4455,9,0.2
4455,10,0.2
4455,11,0.2
4455,18,0.2
4455,22,0.2
4461,10,0.16666666666666666
4461,11,0.3333333333333333
4461,12,0.16666666666666666
4461,15,0.16666666666666666
4461,17,0.16666666666666666
4472,8,0.1111111111111111
4472,10,0.05555555555555555
4472,11,0.05555555555555555
4472,12,0.16666666666666666
4472,13,0.05555555555555555
4472,14,0.1111111111111111
4472,16,0.05555555555555555
4472,17,0.1111111111111111
4472,19,0.05555555555555555
4472,20,0.16666666666666666
4472,22,0.05555555555555555
4477,12,1.0
4478,15,1.0
4487,11,0.2
4487,14,0.2
4487,16,0.4
4487,20,0.2
4489,9,1.0
4493,8,0.5
4493,19,0.5
4497,8,1.0
4516,13,1.0
4518,20,1.0
4541,15,1.0
4557,14,1.0
4559,14,1.0
4562,11,0.05555555555555555
4562,12,0.2777777777777778
4562,13,0.4444444444444444
4562,14,0.16666666666666666
4562,15,0.05555555555555555
4564,10,0.5
4564,12,0.5
4565,15,0.5
4565,16,0.5
4575,16,1.0
4576,22,1.0
4591,17,1.0
4595,8,0.4
4595,11,0.4
4595,17,0.2
4605,8,0.05128205128205128
4605,9,0.1282051282051282
4605,10,0.07692307692307693
4605,11,0.05128205128205128
4605,12,0.07692307692307693
4605,13,0.07692307692307693
4605,14,0.07692307692307693
4605,15,0.10256410256410256
4605,16,0.15384615384615385
4605,17,0.02564102564102564
4605,18,0.05128205128205128
4605,19,0.05128205128205128
4605,20,0.07692307692307693
4606,6,0.5
4606,9,0.5
4614,12,0.3333333333333333
4614,13,0.3333333333333333
4614,14,0.3333333333333333
4635,10,1.0
4649,10,1.0
4656,2,0.25
4656,12,0.25
4656,13,0.25
4656,14,0.25
4658,7,0.08333333333333333
4658,11,0.08333333333333333
4658,13,0.4166666666666667
4658,14,0.08333333333333333
4658,15,0.16666666666666666
4658,17,0.08333333333333333
4658,18,0.08333333333333333
4660,10,0.5
4660,13,0.5
4664,14,1.0
4671,16,1.0
4713,16,0.5
4713,19,0.5
4731,9,0.5
4731,10,0.5
4734,9,0.14285714285714285
4734,10,0.14285714285714285
4734,11,0.14285714285714285
4734,12,0.14285714285714285
4734,15,0.14285714285714285
4734,16,0.14285714285714285
4734,19,0.14285714285714285
4759,9,1.0
4778,12,0.3333333333333333
4778,14,0.3333333333333333
4778,17,0.3333333333333333
4781,9,0.2
4781,10,0.2
4781,13,0.2
4781,15,0.2
4781,22,0.2
4792,8,0.2222222222222222
4792,10,0.1111111111111111
4792,13,0.1111111111111111
4792,15,0.3333333333333333
4792,16,0.2222222222222222
4793,9,0.25
4793,10,0.25
4793,13,0.25
4793,23,0.25
4795,20,1.0
4799,0,0.06666666666666667
4799,9,0.3333333333333333
4799,12,0.26666666666666666
4799,13,0.13333333333333333
4799,14,0.06666666666666667
4799,16,0.06666666666666667
4799,17,0.06666666666666667
4809,10,0.4
4809,14,0.2
4809,16,0.2
4809,18,0.2
4817,16,1.0
4818,10,1.0
4844,11,0.3333333333333333
4844,13,0.3333333333333333
4844,15,0.3333333333333333
4846,15,0.5
4846,19,0.5
4847,17,1.0
4853,12,0.3333333333333333
4853,14,0.6666666666666666
4855,10,0.25
4855,11,0.25
4855,18,0.5
4872,10,1.0
4893,8,1.0
4913,13,1.0
4916,6,0.6666666666666666
4916,17,0.3333333333333333
4919,15,1.0
4920,4,0.019230769230769232
4920,6,0.019230769230769232
4920,7,0.019230769230769232
4920,8,0.038461538461538464
4920,9,0.019230769230769232
4920,10,0.11538461538461539
4920,11,0.038461538461538464
4920,12,0.07692307692307693
4920,13,0.09615384615384616
4920,14,0.019230769230769232
4920,15,0.09615384615384616
4920,16,0.11538461538461539
4920,17,0.11538461538461539
4920,18,0.038461538461538464
4920,19,0.057692307692307696
4920,20,0.038461538461538464
4920,21,0.019230769230769232
4920,22,0.019230769230769232
4920,23,0.038461538461538464
4924,8,1.0
4927,10,0.5
4927,15,0.5
4932,8,0.5
4932,16,0.5
4941,20,1.0
4942,8,0.058823529411764705
4942,9,0.11764705882352941
4942,10,0.058823529411764705
4942,12,0.058823529411764705
4942,15,0.058823529411764705
4942,16,0.29411764705882354
4942,17,0.11764705882352941
4942,19,0.058823529411764705
4942,20,0.058823529411764705
4942,21,0.058823529411764705
4942,22,0.058823529411764705
4945,9,0.3333333333333333
4945,10,0.3333333333333333
4945,13,0.3333333333333333
4952,10,1.0
4957,8,0.14285714285714285
4957,9,0.14285714285714285
4957,10,0.14285714285714285
4957,12,0.07142857142857142
4957,13,0.07142857142857142
4957,14,0.14285714285714285
4957,16,0.07142857142857142
4957,17,0.07142857142857142
4957,19,0.07142857142857142
4957,20,0.07142857142857142
4960,12,1.0
4962,3,0.14285714285714285
