product_id,order_dow,day_reorder_rate
594,1,0.16666666666666666
594,2,0.3333333333333333
594,3,0.16666666666666666
594,5,0.3333333333333333
605,2,0.5
605,3,0.5
614,2,1.0
622,0,0.3333333333333333
622,3,0.3333333333333333
622,4,0.3333333333333333
651,1,0.35294117647058826
651,2,0.29411764705882354
651,4,0.11764705882352941
651,6,0.23529411764705882
663,2,1.0
683,3,1.0
689,2,1.0
691,0,0.3333333333333333
691,4,0.3333333333333333
691,6,0.3333333333333333
692,1,1.0
694,3,0.2
694,4,0.4
694,5,0.2
694,6,0.2
717,0,1.0
730,1,1.0
781,1,0.5
781,2,0.5
794,0,1.0
810,0,1.0
812,1,0.2727272727272727
812,2,0.18181818181818182
812,3,0.09090909090909091
812,4,0.09090909090909091
812,5,0.2727272727272727
812,6,0.09090909090909091
831,5,1.0
890,2,0.16666666666666666
890,3,0.3333333333333333
890,6,0.5
907,5,1.0
928,0,1.0
939,2,0.08333333333333333
939,3,0.3333333333333333
939,4,0.08333333333333333
939,5,0.5
989,3,1.0
1000,6,1.0
1005,3,0.5
1005,4,0.5
1006,3,0.3333333333333333
1006,4,0.3333333333333333
1006,6,0.3333333333333333
1022,0,1.0
1025,0,0.375
1025,1,0.125
1025,4,0.125
1025,5,0.25
1025,6,0.125
1063,2,1.0
1069,0,0.2727272727272727
1069,1,0.45454545454545453
1069,2,0.09090909090909091
1069,3,0.09090909090909091
1069,6,0.09090909090909091
1073,0,0.4
1073,1,0.2
1073,2,0.2
1073,5,0.2
1076,0,1.0
1082,2,1.0
1090,0,0.2
1090,4,0.2
1090,5,0.2
1090,6,0.4
1094,5,1.0
1104,2,1.0
1117,6,1.0
1138,3,1.0
1139,1,1.0
1158,0,0.42857142857142855
1158,5,0.2857142857142857
1158,6,0.2857142857142857
1160,0,0.05555555555555555
1160,1,0.2222222222222222
1160,2,0.2222222222222222
1160,3,0.2222222222222222
1160,4,0.1111111111111111
1160,5,0.16666666666666666
1170,0,1.0
1181,0,1.0
1183,4,1.0
1187,5,1.0
1194,4,0.5
1194,6,0.5
1200,4,1.0
1203,5,1.0
1208,2,0.2
1208,4,0.4
1208,5,0.2
1208,6,0.2
1213,0,1.0
1215,3,1.0
1216,5,1.0
1217,3,1.0
1234,2,1.0
1241,6,1.0
1244,0,0.3333333333333333
1244,2,0.3333333333333333
1244,6,0.3333333333333333
1250,6,1.0
1261,1,0.6666666666666666
1261,5,0.3333333333333333
1263,0,0.2857142857142857
1263,1,0.14285714285714285
1263,3,0.14285714285714285
1263,4,0.14285714285714285
1263,5,0.2857142857142857
1295,1,1.0
1308,0,1.0
1319,2,0.3333333333333333
1319,4,0.3333333333333333
1319,5,0.3333333333333333
1322,6,1.0
1330,1,0.25
1330,3,0.125
1330,4,0.125
1330,5,0.5
1347,1,0.5
1347,3,0.5
1360,0,0.2
1360,1,0.2
1360,2,0.2
1360,3,0.2
1360,4,0.2
1374,3,0.3333333333333333
1374,4,0.3333333333333333
1374,6,0.3333333333333333
1376,1,0.5
1376,4,0.5
1377,2,0.6666666666666666
1377,3,0.3333333333333333
1392,0,0.6666666666666666
1392,1,0.3333333333333333
1398,4,0.3333333333333333
1398,5,0.3333333333333333
1398,6,0.3333333333333333
1406,0,1.0
1408,5,1.0
1416,1,1.0
1439,5,1.0
1440,2,1.0
1447,6,1.0
1461,0,0.5
1461,1,0.5
1463,1,0.23076923076923078
1463,2,0.15384615384615385
1463,3,0.07692307692307693
1463,4,0.3076923076923077
1463,6,0.23076923076923078
1468,1,1.0
1492,1,1.0
1511,0,1.0
1512,0,1.0
1516,1,0.25
1516,2,0.25
1516,5,0.5
1529,0,0.1
1529,2,0.1
1529,3,0.2
1529,4,0.1
1529,5,0.2
1529,6,0.3
1540,2,0.5
1540,5,0.5
1541,6,1.0
1545,1,0.058823529411764705
1545,2,0.058823529411764705
1545,3,0.29411764705882354
1545,4,0.23529411764705882
1545,5,0.35294117647058826
1546,3,0.5
1546,5,0.5
1556,1,0.3333333333333333
1556,3,0.3333333333333333
1556,5,0.3333333333333333
1559,1,0.375
1559,2,0.125
1559,3,0.25
1559,5,0.125
1559,6,0.125
1577,0,0.5
1577,3,0.5
1592,2,1.0
1614,0,1.0
1618,6,1.0
1643,3,1.0
1654,0,0.3333333333333333
1654,1,0.3333333333333333
1654,4,0.3333333333333333
1667,0,1.0
1674,0,0.3333333333333333
1674,3,0.16666666666666666
1674,6,0.5
1689,0,0.8333333333333334
1689,6,0.16666666666666666
1695,1,0.3333333333333333
1695,2,0.16666666666666666
1695,4,0.3333333333333333
1695,6,0.16666666666666666
1700,1,1.0
1712,0,1.0
1713,5,1.0
1743,6,1.0
1747,1,0.5
1747,2,0.25
1747,5,0.25
1752,2,1.0
1757,1,1.0
1774,1,0.16666666666666666
1774,3,0.16666666666666666
1774,4,0.16666666666666666
1774,6,0.5
1782,1,0.1111111111111111
1782,2,0.16666666666666666
1782,3,0.2777777777777778
1782,4,0.08333333333333333
1782,5,0.3611111111111111
1783,4,1.0
1787,0,0.5
1787,4,0.5
1818,3,1.0
1819,0,0.6666666666666666
1819,2,0.3333333333333333
1830,6,1.0
1831,0,0.034482758620689655
1831,1,0.06896551724137931
1831,2,0.20689655172413793
1831,3,0.1724137931034483
1831,4,0.1724137931034483
1831,5,0.3103448275862069
1831,6,0.034482758620689655
1832,5,0.5
1832,6,0.5
1845,4,1.0
1866,1,1.0
1870,0,0.3333333333333333
1870,6,0.6666666666666666
1890,0,0.375
1890,1,0.25
1890,4,0.125
1890,5,0.25
1915,5,1.0
1924,1,1.0
1938,0,1.0
1940,0,0.2857142857142857
1940,1,0.09523809523809523
1940,2,0.047619047619047616
1940,3,0.2857142857142857
1940,4,0.09523809523809523
1940,5,0.14285714285714285
1940,6,0.047619047619047616
1942,2,1.0
1950,0,1.0
1957,1,1.0
1958,5,1.0
1979,6,1.0
1987,1,0.5
1987,6,0.5
1991,0,0.3333333333333333
1991,3,0.3333333333333333
1991,5,0.3333333333333333
1999,0,0.4
1999,1,0.2
1999,3,0.2
1999,4,0.2
2002,0,0.2
2002,1,0.6
2002,2,0.2
2012,1,1.0
2014,0,0.3333333333333333
2014,5,0.3333333333333333
2014,6,0.3333333333333333
2016,0,1.0
2043,4,1.0
2063,1,1.0
2064,1,1.0
2067,0,1.0
2078,0,0.2727272727272727
2078,1,0.18181818181818182
2078,2,0.09090909090909091
2078,3,0.09090909090909091
2078,5,0.09090909090909091
2078,6,0.2727272727272727
2086,0,0.2
2086,1,0.15
2086,2,0.05
2086,3,0.1
2086,4,0.15
2086,5,0.1
2086,6,0.25
2088,5,1.0
2091,1,1.0
2092,0,0.3333333333333333
2092,6,0.6666666666666666
2097,0,0.25
2097,3,0.25
2097,4,0.25
2097,5,0.25
2099,0,0.3333333333333333
2099,2,0.3333333333333333
2099,6,0.3333333333333333
2120,0,0.5
2120,1,0.5
2122,2,1.0
2138,3,0.5
2138,5,0.5
2151,0,1.0
2164,0,1.0
2180,1,0.3333333333333333
2180,4,0.3333333333333333
2180,5,0.3333333333333333
2186,2,0.5
2186,4,0.5
2187,1,0.5
2187,4,0.25
2187,6,0.25
2189,5,1.0
2192,0,0.375
2192,4,0.125
2192,5,0.125
2192,6,0.375
2197,2,0.5
2197,3,0.5
2205,1,1.0
2210,2,0.5
2210,5,0.5
2225,4,1.0
2228,0,0.3
2228,1,0.1
2228,3,0.1
2228,4,0.2
2228,5,0.1
2228,6,0.2
2229,0,0.16666666666666666
2229,1,0.16666666666666666
2229,3,0.16666666666666666
2229,4,0.16666666666666666
2229,5,0.16666666666666666
2229,6,0.16666666666666666
2238,0,0.5
2238,1,0.5
2243,0,1.0
2272,0,0.3333333333333333
2272,1,0.3333333333333333
2272,4,0.3333333333333333
2295,0,0.4
2295,1,0.2
2295,2,0.2
2295,5,0.1
2295,6,0.1
2309,0,1.0
2314,0,0.3333333333333333
2314,2,0.16666666666666666
2314,4,0.3333333333333333
2314,5,0.16666666666666666
2326,1,0.16666666666666666
2326,2,0.3333333333333333
2326,3,0.16666666666666666
2326,4,0.3333333333333333
2335,4,1.0
2338,4,1.0
2350,2,1.0
2351,3,1.0
2361,1,1.0
2371,4,1.0
2377,1,1.0
2389,2,1.0
2390,0,0.4444444444444444
2390,1,0.1111111111111111
2390,4,0.1111111111111111
2390,5,0.1111111111111111
2390,6,0.2222222222222222
2391,0,0.6666666666666666
2391,1,0.3333333333333333
2408,3,1.0
2422,3,1.0
2426,2,0.5
2426,3,0.5
2434,3,1.0
2435,6,1.0
2450,2,0.3333333333333333
2450,5,0.6666666666666666
2452,0,0.2
2452,1,0.2
2452,3,0.4
2452,5,0.2
2480,2,1.0
2481,0,0.5
2481,1,0.5
2512,5,1.0
2514,1,1.0
2516,1,1.0
2517,0,0.125
2517,1,0.125
2517,2,0.125
2517,3,0.375
2517,4,0.125
2517,6,0.125
2519,1,1.0
2524,1,0.5
2524,6,0.5
2556,5,1.0
2573,1,0.5
2573,3,0.5
2581,0,0.25
2581,1,0.25
2581,5,0.25
2581,6,0.25
2597,1,0.5
2597,5,0.5
2604,6,1.0
2611,0,0.3333333333333333
2611,2,0.3333333333333333
2611,5,0.3333333333333333
2616,5,1.0
2627,2,1.0
2643,2,0.5
2643,6,0.5
2646,0,1.0
2651,0,1.0
2656,4,1.0
2661,3,1.0
2669,1,1.0
2707,4,0.5
2707,6,0.5
2708,3,1.0
2717,3,1.0
2732,0,0.3333333333333333
2732,1,0.3333333333333333
2732,5,0.3333333333333333
2748,0,0.23076923076923078
2748,1,0.23076923076923078
2748,2,0.11538461538461539
2748,3,0.038461538461538464
2748,4,0.15384615384615385
2748,5,0.11538461538461539
2748,6,0.11538461538461539
2750,0,1.0
2786,4,1.0
2813,3,1.0
2814,2,1.0
2825,0,0.25
2825,1,0.25
2825,4,0.25
2825,5,0.25
2826,6,1.0
2838,3,1.0
2839,5,1.0
2846,1,0.2857142857142857
2846,3,0.2857142857142857
2846,4,0.14285714285714285
2846,5,0.14285714285714285
2846,6,0.14285714285714285
2848,4,1.0
2855,0,0.5555555555555556
2855,3,0.2222222222222222
2855,5,0.1111111111111111
2855,6,0.1111111111111111
2870,2,1.0
2888,5,1.0
2927,0,0.2
2927,1,0.2
2927,4,0.4
2927,5,0.2
2962,0,0.2222222222222222
2962,1,0.1111111111111111
2962,2,0.1111111111111111
2962,3,0.1111111111111111
2962,5,0.2222222222222222
2962,6,0.2222222222222222
2966,0,0.18518518518518517
2966,1,0.07407407407407407
2966,2,0.25925925925925924
2966,3,0.1111111111111111
2966,4,0.037037037037037035
2966,5,0.18518518518518517
2966,6,0.14814814814814814
2969,0,0.3333333333333333
2969,1,0.3333333333333333
2969,2,0.3333333333333333
2974,3,1.0
3007,2,0.3333333333333333
3007,3,0.3333333333333333
3007,4,0.3333333333333333
3023,1,0.5
3023,3,0.5
3045,4,1.0
3061,1,0.3333333333333333
3061,3,0.3333333333333333
3061,6,0.3333333333333333
3066,0,1.0
3098,0,0.5
3098,4,0.5
3101,2,1.0
3108,0,1.0
3110,5,1.0
3126,4,1.0
3128,1,1.0
3142,0,0.25
3142,1,0.25
3142,3,0.125
3142,5,0.375
3151,1,1.0
3157,1,0.5
3157,2,0.25
3157,6,0.25
3161,3,1.0
3162,2,1.0
3172,5,1.0
3211,1,1.0
3219,3,0.2
3219,5,0.4
3219,6,0.4
3233,3,1.0
3243,5,1.0
3244,2,1.0
3255,0,1.0
3260,2,1.0
3265,4,0.5
3265,5,0.5
3274,5,1.0
3296,0,1.0
3298,1,0.25
3298,2,0.625
3298,6,0.125
3323,1,0.5
3323,3,0.5
3326,0,0.5
3326,5,0.5
3334,4,1.0
3364,6,1.0
3376,1,0.18181818181818182
3376,2,0.18181818181818182
3376,4,0.09090909090909091
3376,5,0.09090909090909091
3376,6,0.45454545454545453
3377,1,1.0
3382,5,1.0
3384,5,1.0
3389,2,1.0
3390,2,1.0
3397,0,1.0
3398,1,0.5
3398,5,0.5
3407,5,1.0
3431,4,0.5
3431,6,0.5
3452,4,0.5
3452,5,0.5
3464,0,0.3333333333333333
3464,1,0.6666666666666666
3469,0,0.23076923076923078
3469,1,0.46153846153846156
3469,6,0.3076923076923077
3473,0,1.0
3481,0,0.25
3481,1,0.5
3481,4,0.25
3485,1,1.0
3512,6,1.0
3513,1,1.0
3518,5,1.0
3519,1,1.0
3545,3,1.0
3578,5,1.0
3579,1,0.6666666666666666
3579,5,0.3333333333333333
3583,0,0.05263157894736842
3583,1,0.42105263157894735
3583,2,0.2631578947368421
3583,3,0.05263157894736842
3583,4,0.10526315789473684
3583,5,0.05263157894736842
3583,6,0.05263157894736842
3590,1,1.0
3593,6,1.0
3599,2,0.4
3599,3,0.2
3599,4,0.4
3600,0,1.0
3603,3,0.6666666666666666
3603,6,0.3333333333333333
3627,2,0.5
3627,6,0.5
3631,1,1.0
3634,5,1.0
3648,3,1.0
3661,0,1.0
3672,2,1.0
3675,3,1.0
3676,6,1.0
3690,1,1.0
3696,1,0.14285714285714285
3696,2,0.14285714285714285
3696,3,0.2857142857142857
3696,5,0.42857142857142855
3703,3,0.5
3703,6,0.5
3714,6,1.0
3721,3,0.3333333333333333
3721,4,0.6666666666666666
3747,4,0.5
3747,5,0.5
3751,5,1.0
3765,1,0.14285714285714285
3765,2,0.2857142857142857
3765,3,0.14285714285714285
3765,5,0.42857142857142855
3798,1,0.25
3798,2,0.08333333333333333
3798,4,0.25
3798,5,0.4166666666666667
3800,0,0.2857142857142857
3800,2,0.14285714285714285
3800,3,0.14285714285714285
3800,5,0.14285714285714285
3800,6,0.2857142857142857
3808,1,0.3333333333333333
3808,2,0.3333333333333333
3808,5,0.3333333333333333
3822,1,0.5
3822,2,0.5
3835,0,0.16666666666666666
3835,1,0.3333333333333333
3835,2,0.16666666666666666
3835,3,0.16666666666666666
3835,6,0.16666666666666666
3855,5,1.0
3856,5,1.0
3858,1,1.0
3863,5,1.0
3873,0,0.6666666666666666
3873,6,0.3333333333333333
3880,0,1.0
3884,0,0.25
3884,2,0.5
3884,3,0.25
3896,0,0.6666666666666666
3896,4,0.1111111111111111
3896,5,0.2222222222222222
3919,0,0.4
3919,3,0.2
3919,6,0.4
3951,4,1.0
3952,0,0.25
3952,1,0.25
3952,2,0.25
3952,6,0.25
3957,0,0.15517241379310345
3957,1,0.20689655172413793
3957,2,0.13793103448275862
3957,3,0.1206896551724138
3957,4,0.13793103448275862
3957,5,0.10344827586206896
3957,6,0.13793103448275862
3962,0,1.0
3977,1,1.0
3988,1,0.25
3988,2,0.25
3988,5,0.25
3988,6,0.25
3990,0,0.5
3990,5,0.5
3996,4,1.0
3999,2,0.6666666666666666
3999,3,0.3333333333333333
4006,1,0.3333333333333333
4006,3,0.3333333333333333
4006,6,0.3333333333333333
4025,3,1.0
4058,5,1.0
4066,6,1.0
4071,1,1.0
4086,0,0.1
4086,1,0.1
4086,2,0.3
4086,3,0.2
4086,4,0.1
4086,5,0.1
4086,6,0.1
4091,4,1.0
4097,2,1.0
4098,0,1.0
4136,6,1.0
4138,2,0.5
4138,4,0.5
4149,1,1.0
4163,5,1.0
4169,4,1.0
4189,0,1.0
4193,1,0.5
4193,5,0.5
4210,0,0.3448275862068966
4210,1,0.034482758620689655
4210,2,0.10344827586206896
4210,3,0.034482758620689655
4210,4,0.034482758620689655
4210,5,0.13793103448275862
4210,6,0.3103448275862069
4217,5,1.0
4235,5,1.0
4269,2,0.5
4269,5,0.5
4274,0,0.2
4274,2,0.2
4274,3,0.2
4274,4,0.2
4274,6,0.2
4292,5,1.0
4294,4,1.0
4302,0,0.25
4302,3,0.25
4302,4,0.25
4302,6,0.25
4317,1,1.0
4338,4,1.0
4343,3,1.0
4347,0,0.5
4347,2,0.5
4350,3,0.3333333333333333
4350,6,0.6666666666666666
4352,0,1.0
4357,1,1.0
4367,0,0.25
4367,2,0.25
4367,4,0.25
4367,6,0.25
4374,3,1.0
4387,3,1.0
4398,3,1.0
4406,3,0.3333333333333333
4406,4,0.3333333333333333
4406,5,0.3333333333333333
4410,2,0.3333333333333333
4410,5,0.6666666666666666
4421,0,0.25
4421,2,0.25
4421,5,0.5
4428,3,1.0
4447,0,1.0
4455,5,0.6
4455,6,0.4
4461,0,0.16666666666666666
4461,1,0.16666666666666666
4461,3,0.16666666666666666
4461,5,0.16666666666666666
4461,6,0.3333333333333333
4472,0,0.16666666666666666
4472,1,0.2222222222222222
4472,2,0.16666666666666666
4472,3,0.05555555555555555
4472,4,0.1111111111111111
4472,5,0.16666666666666666
4472,6,0.1111111111111111
4477,3,1.0
4478,0,1.0
4487,1,0.4
4487,3,0.2
4487,5,0.2
4487,6,0.2
4489,5,1.0
4493,0,0.5
4493,4,0.5
4497,1,1.0
4516,3,1.0
4518,3,1.0
4541,3,1.0
4557,0,1.0
4559,0,1.0
4562,0,0.16666666666666666
4562,1,0.2777777777777778
4562,2,0.1111111111111111
4562,3,0.16666666666666666
4562,4,0.05555555555555555
4562,5,0.05555555555555555
4562,6,0.16666666666666666
4564,1,0.5
4564,6,0.5
4565,3,0.5
4565,5,0.5
4575,4,1.0
4576,4,1.0
4591,5,1.0
4595,0,0.2
4595,2,0.2
4595,3,0.4
4595,5,0.2
4605,0,0.3076923076923077
4605,1,0.15384615384615385
4605,2,0.1282051282051282
4605,3,0.05128205128205128
4605,4,0.20512820512820512
4605,5,0.10256410256410256
4605,6,0.05128205128205128
4606,1,0.5
4606,5,0.5
4614,0,0.6666666666666666
4614,6,0.3333333333333333
4635,6,1.0
4649,6,1.0
4656,0,0.75
4656,6,0.25
4658,0,0.3333333333333333
4658,1,0.16666666666666666
4658,2,0.4166666666666667
4658,3,0.08333333333333333
4660,0,0.5
4660,6,0.5
4664,5,1.0
4671,1,1.0
4713,1,0.5
4713,4,0.5
4731,1,0.5
4731,2,0.5
4734,1,0.2857142857142857
4734,2,0.14285714285714285
4734,3,0.14285714285714285
4734,6,0.42857142857142855
4759,5,1.0
4778,0,0.3333333333333333
4778,1,0.3333333333333333
4778,6,0.3333333333333333
4781,0,0.4
4781,1,0.4
4781,3,0.2
4792,0,0.1111111111111111
4792,1,0.2222222222222222
4792,2,0.3333333333333333
4792,3,0.2222222222222222
4792,6,0.1111111111111111
4793,0,0.25
4793,1,0.25
4793,2,0.25
4793,3,0.25
4795,6,1.0
4799,0,0.2
4799,1,0.26666666666666666
4799,2,0.13333333333333333
4799,3,0.13333333333333333
4799,5,0.26666666666666666
4809,1,0.4
4809,2,0.2
4809,3,0.4
4817,5,1.0
4818,5,1.0
4844,0,0.6666666666666666
4844,4,0.3333333333333333
4846,1,0.5
4846,2,0.5
4847,6,1.0
4853,1,1.0
4855,5,0.5
4855,6,0.5
4872,6,1.0
4893,6,1.0
4913,0,0.5
4913,5,0.5
4916,1,0.3333333333333333
4916,2,0.3333333333333333
4916,6,0.3333333333333333
4919,4,1.0
4920,0,0.21153846153846154
4920,1,0.25
4920,2,0.11538461538461539
4920,3,0.1346153846153846
4920,4,0.09615384615384616
4920,5,0.11538461538461539
4920,6,0.07692307692307693
4924,2,1.0
4927,1,1.0
4932,4,0.5
4932,5,0.5
4941,3,1.0
4942,0,0.11764705882352941
4942,1,0.11764705882352941
4942,2,0.058823529411764705
4942,3,0.11764705882352941
4942,4,0.17647058823529413
4942,5,0.17647058823529413
4942,6,0.23529411764705882
4945,0,1.0
4952,2,1.0
4957,0,0.42857142857142855
4957,1,0.2857142857142857
4957,2,0.14285714285714285
4957,4,0.07142857142857142
4957,6,0.07142857142857142
4960,6,1.0
4962,0,0.14285714285714285
4962,1,0.2857142857142857
4962,2,0.2857142857142857
4962,3,0.14285714285714285
4962,6,0.14285714285714285
4983,1,0.3333333333333333
4983,2,0.3333333333333333
4983,5,0.3333333333333333
4995,4,1.0
5002,1,1.0
5003,6,1.0
5006,4,1.0
5020,5,1.0
5024,0,0.4
5024,1,0.3
5024,3,0.1
5024,6,0.2
5025,0,0.25
5025,1,0.25
5025,2,0.16666666666666666
5025,3,0.08333333333333333
5025,5,0.08333333333333333
5025,6,0.16666666666666666
5031,0,0.3333333333333333
5031,2,0.1111111111111111
5031,4,0.1111111111111111
5031,5,0.1111111111111111
5031,6,0.3333333333333333
5072,1,1.0
5077,1,0.17647058823529413
5077,2,0.11764705882352941
5077,3,0.058823529411764705
5077,4,0.17647058823529413
5077,5,0.35294117647058826
5077,6,0.11764705882352941
5097,2,0.5
5097,5,0.5
5114,1,1.0
5124,0,1.0
5128,1,0.2
5128,2,0.2
5128,3,0.2
5128,4,0.2
5128,6,0.2
5131,0,0.5
5131,1,0.5
5132,5,1.0
5134,0,0.15
5134,1,0.2
5134,2,0.15
5134,3,0.1
5134,4,0.2
5134,5,0.1
5134,6,0.1
5157,5,1.0
5161,0,0.16666666666666666
5161,1,0.25
5161,2,0.08333333333333333
5161,4,0.25
5161,5,0.08333333333333333
5161,6,0.16666666666666666
5183,5,0.6666666666666666
5183,6,0.3333333333333333
5184,2,1.0
5194,0,0.14285714285714285
5194,1,0.2857142857142857
5194,2,0.2857142857142857
5194,3,0.14285714285714285
5194,4,0.14285714285714285
5201,4,0.5
5201,5,0.5
5209,5,0.5
5209,6,0.5
5210,4,1.0
5212,0,0.3333333333333333
5212,1,0.3333333333333333
5212,5,0.3333333333333333
5223,4,1.0
5240,1,0.5
5240,5,0.5
5250,1,0.5
5250,2,0.5
5251,1,1.0
5258,1,0.125
5258,2,0.25
5258,3,0.125
5258,4,0.5
5296,0,0.25
5296,3,0.25
5296,4,0.25
5296,6,0.25
5312,1,1.0
5315,6,1.0
5322,0,0.2
5322,1,0.06666666666666667
5322,2,0.13333333333333333
5322,3,0.13333333333333333
5322,5,0.26666666666666666
5322,6,0.2
5323,6,1.0
5326,3,1.0
5334,5,1.0
5337,0,0.25
5337,1,0.25
5337,5,0.5
5373,0,0.6
5373,1,0.2
5373,6,0.2
5374,4,0.5
5374,5,0.5
5383,0,1.0
5385,0,0.2
5385,1,0.4
5385,2,0.2
5385,6,0.2
5389,5,1.0
5390,4,1.0
5404,5,1.0
5428,0,0.125
5428,1,0.375
5428,3,0.125
5428,5,0.125
5428,6,0.25
5438,1,0.5
5438,6,0.5
5445,0,0.2857142857142857
5445,3,0.42857142857142855
5445,4,0.14285714285714285
5445,5,0.14285714285714285
5449,1,0.6666666666666666
5449,6,0.3333333333333333
5450,0,0.21428571428571427
5450,1,0.17857142857142858
5450,2,0.07142857142857142
5450,3,0.07142857142857142
5450,5,0.17857142857142858
5450,6,0.2857142857142857
5451,0,0.6666666666666666
5451,1,0.3333333333333333
5456,0,0.25
5456,1,0.5
5456,4,0.25
5460,0,0.2
5460,1,0.2
5460,3,0.1
5460,4,0.1
5460,5,0.2
5460,6,0.2
5462,2,1.0
5463,3,1.0
5473,5,1.0
5479,0,0.3076923076923077
5479,1,0.07692307692307693
5479,3,0.07692307692307693
5479,4,0.15384615384615385
5479,5,0.3076923076923077
5479,6,0.07692307692307693
5488,0,1.0
5499,5,1.0
5514,5,1.0
5516,6,1.0
5525,0,1.0
5531,3,0.5
5531,5,0.5
5539,0,0.3333333333333333
5539,1,0.16666666666666666
5539,2,0.16666666666666666
5539,3,0.16666666666666666
5539,6,0.16666666666666666
5547,0,0.3333333333333333
5547,2,0.3333333333333333
5547,5,0.3333333333333333
5550,3,1.0
5552,2,0.6666666666666666
5552,3,0.3333333333333333
5575,0,1.0
5576,3,1.0
5586,3,1.0
5589,2,1.0
5595,5,1.0
5605,2,0.3333333333333333
5605,5,0.6666666666666666
5612,0,0.5384615384615384
5612,1,0.15384615384615385
5612,2,0.07692307692307693
5612,3,0.07692307692307693
5612,5,0.15384615384615385
5618,0,0.2
5618,1,0.4
5618,2,0.2
5618,6,0.2
5621,3,0.25
5621,4,0.25
5621,5,0.25
5621,6,0.25
5646,0,0.2
5646,3,0.2
5646,5,0.6
5652,0,0.5
5652,1,0.16666666666666666
5652,6,0.3333333333333333
5684,5,1.0
5692,5,1.0
5699,0,0.36363636363636365
5699,1,0.2727272727272727
5699,5,0.09090909090909091
5699,6,0.2727272727272727
5708,1,1.0
5726,5,1.0
5727,5,1.0
5732,6,1.0
5744,4,1.0
5746,3,0.5
5746,5,0.5
5748,0,0.4
5748,1,0.4
5748,4,0.2
5750,0,0.42857142857142855
5750,2,0.2857142857142857
5750,4,0.2857142857142857
5757,1,1.0
5769,3,0.5
5769,6,0.5
5770,1,1.0
5782,0,0.14285714285714285
5782,1,0.14285714285714285
5782,4,0.14285714285714285
5782,5,0.14285714285714285
5782,6,0.42857142857142855
5785,1,0.3333333333333333
5785,3,0.3333333333333333
5785,4,0.3333333333333333
5817,0,1.0
5818,0,0.14285714285714285
5818,1,0.14285714285714285
5818,2,0.14285714285714285
5818,5,0.2857142857142857
5818,6,0.2857142857142857
5825,6,1.0
5860,5,1.0
5869,3,0.5
5869,4,0.5
5876,0,0.2857142857142857
5876,1,0.08571428571428572
5876,2,0.2
5876,3,0.02857142857142857
5876,4,0.05714285714285714
5876,5,0.22857142857142856
5876,6,0.11428571428571428
5907,3,1.0
5911,4,1.0
5912,5,1.0
5914,2,1.0
5916,0,0.5
5916,5,0.5
5922,4,1.0
