product_id,days_since_prior_order,p_days_since_prior_order_reorder_rate
403,12.0,0.3333333333333333
405,0.0,0.5
405,5.0,0.5
406,30.0,1.0
422,0.0,1.0
424,0.0,1.0
429,21.0,1.0
432,0.0,0.2
432,6.0,0.2
432,16.0,0.2
432,21.0,0.2
432,30.0,0.2
436,17.0,1.0
443,26.0,1.0
445,0.0,1.0
449,7.0,0.5
449,10.0,0.5
455,30.0,1.0
459,7.0,1.0
480,19.0,1.0
481,0.0,0.3333333333333333
481,14.0,0.3333333333333333
481,30.0,0.3333333333333333
483,21.0,1.0
500,4.0,0.3333333333333333
500,6.0,0.3333333333333333
500,30.0,0.3333333333333333
513,0.0,1.0
519,0.0,0.5
519,30.0,0.5
546,7.0,0.5
546,29.0,0.5
578,20.0,1.0
588,0.0,1.0
594,2.0,0.16666666666666666
594,3.0,0.3333333333333333
594,4.0,0.3333333333333333
594,5.0,0.16666666666666666
605,0.0,0.5
605,9.0,0.5
614,0.0,1.0
622,6.0,0.3333333333333333
622,7.0,0.6666666666666666
651,0.0,0.29411764705882354
651,4.0,0.058823529411764705
651,5.0,0.17647058823529413
651,6.0,0.058823529411764705
651,11.0,0.11764705882352941
651,23.0,0.058823529411764705
651,30.0,0.23529411764705882
663,15.0,1.0
683,19.0,1.0
689,30.0,1.0
691,3.0,0.3333333333333333
691,7.0,0.3333333333333333
691,30.0,0.3333333333333333
692,30.0,1.0
694,1.0,0.2
694,4.0,0.2
694,28.0,0.2
694,30.0,0.4
717,27.0,1.0
730,4.0,1.0
781,3.0,0.5
781,17.0,0.5
794,9.0,1.0
810,1.0,1.0
812,3.0,0.09090909090909091
812,5.0,0.09090909090909091
812,7.0,0.18181818181818182
812,10.0,0.09090909090909091
812,11.0,0.09090909090909091
812,14.0,0.09090909090909091
812,17.0,0.18181818181818182
812,18.0,0.09090909090909091
812,29.0,0.09090909090909091
831,30.0,1.0
890,2.0,0.16666666666666666
890,6.0,0.16666666666666666
890,7.0,0.16666666666666666
890,10.0,0.16666666666666666
890,11.0,0.16666666666666666
890,30.0,0.16666666666666666
907,0.0,0.5
907,6.0,0.5
928,4.0,1.0
939,1.0,0.25
939,2.0,0.4166666666666667
939,3.0,0.08333333333333333
939,4.0,0.08333333333333333
939,5.0,0.08333333333333333
939,6.0,0.08333333333333333
989,9.0,1.0
1000,7.0,1.0
1005,3.0,0.5
1005,17.0,0.5
1006,0.0,0.3333333333333333
1006,11.0,0.3333333333333333
1006,17.0,0.3333333333333333
1022,20.0,1.0
1025,0.0,0.125
1025,8.0,0.125
1025,9.0,0.125
1025,11.0,0.25
1025,14.0,0.125
1025,17.0,0.125
1025,28.0,0.125
1063,0.0,1.0
1069,0.0,0.09090909090909091
1069,6.0,0.09090909090909091
1069,12.0,0.18181818181818182
1069,13.0,0.09090909090909091
1069,14.0,0.09090909090909091
1069,15.0,0.09090909090909091
1069,17.0,0.09090909090909091
1069,21.0,0.18181818181818182
1069,27.0,0.09090909090909091
1073,0.0,0.2
1073,3.0,0.2
1073,16.0,0.2
1073,30.0,0.4
1076,30.0,1.0
1082,0.0,1.0
1090,0.0,0.2
1090,8.0,0.2
1090,16.0,0.2
1090,25.0,0.2
1090,30.0,0.2
1094,30.0,1.0
1104,30.0,1.0
1117,14.0,0.3333333333333333
1117,30.0,0.6666666666666666
1138,5.0,1.0
1139,5.0,1.0
1158,0.0,0.2857142857142857
1158,2.0,0.14285714285714285
1158,4.0,0.14285714285714285
1158,18.0,0.2857142857142857
1158,30.0,0.14285714285714285
1160,1.0,0.1111111111111111
1160,2.0,0.1111111111111111
1160,3.0,0.1111111111111111
1160,4.0,0.1111111111111111
1160,6.0,0.1111111111111111
1160,7.0,0.05555555555555555
1160,8.0,0.16666666666666666
1160,10.0,0.05555555555555555
1160,15.0,0.05555555555555555
1160,30.0,0.1111111111111111
1170,13.0,1.0
1181,13.0,1.0
1183,6.0,1.0
1187,30.0,1.0
1194,6.0,0.5
1194,12.0,0.5
1200,21.0,1.0
1203,0.0,1.0
1208,7.0,0.2
1208,9.0,0.2
1208,10.0,0.2
1208,12.0,0.2
1208,13.0,0.2
1213,10.0,1.0
1215,12.0,1.0
1216,30.0,1.0
1217,19.0,0.5
1217,30.0,0.5
1234,1.0,1.0
1241,8.0,1.0
1244,7.0,0.3333333333333333
1244,28.0,0.3333333333333333
1244,30.0,0.3333333333333333
1250,12.0,1.0
1261,0.0,0.3333333333333333
1261,17.0,0.3333333333333333
1261,30.0,0.3333333333333333
1263,0.0,0.14285714285714285
1263,4.0,0.14285714285714285
1263,7.0,0.2857142857142857
1263,9.0,0.14285714285714285
1263,13.0,0.14285714285714285
1263,24.0,0.14285714285714285
1295,5.0,1.0
1308,18.0,1.0
1319,2.0,0.3333333333333333
1319,13.0,0.3333333333333333
1319,30.0,0.3333333333333333
1322,8.0,1.0
1330,8.0,0.125
1330,9.0,0.125
1330,10.0,0.125
1330,11.0,0.125
1330,13.0,0.25
1330,16.0,0.125
1330,26.0,0.125
1347,8.0,0.5
1347,29.0,0.5
1360,0.0,0.2
1360,3.0,0.2
1360,6.0,0.2
1360,8.0,0.4
1374,5.0,0.6666666666666666
1374,6.0,0.3333333333333333
1376,30.0,1.0
1377,0.0,0.3333333333333333
1377,8.0,0.3333333333333333
1377,14.0,0.3333333333333333
1392,3.0,0.3333333333333333
1392,13.0,0.3333333333333333
1392,26.0,0.3333333333333333
1398,8.0,0.3333333333333333
1398,30.0,0.6666666666666666
1406,0.0,1.0
1408,30.0,1.0
1416,14.0,1.0
1439,17.0,1.0
1440,2.0,1.0
1447,19.0,1.0
1461,9.0,0.5
1461,18.0,0.5
1463,3.0,0.07692307692307693
1463,4.0,0.23076923076923078
1463,5.0,0.15384615384615385
1463,7.0,0.07692307692307693
1463,9.0,0.07692307692307693
1463,10.0,0.07692307692307693
1463,11.0,0.15384615384615385
1463,13.0,0.07692307692307693
1463,30.0,0.07692307692307693
1468,30.0,1.0
1492,6.0,0.5
1492,14.0,0.5
1511,7.0,1.0
1512,4.0,1.0
1516,7.0,0.25
1516,17.0,0.25
1516,21.0,0.25
1516,30.0,0.25
1529,0.0,0.1
1529,3.0,0.1
1529,5.0,0.1
1529,8.0,0.1
1529,13.0,0.1
1529,14.0,0.1
1529,22.0,0.1
1529,23.0,0.1
1529,30.0,0.2
1540,7.0,0.5
1540,15.0,0.5
1541,0.0,1.0
1545,0.0,0.058823529411764705
1545,1.0,0.17647058823529413
1545,2.0,0.35294117647058826
1545,3.0,0.058823529411764705
1545,4.0,0.058823529411764705
1545,5.0,0.11764705882352941
1545,6.0,0.058823529411764705
1545,7.0,0.11764705882352941
1546,9.0,0.5
1546,10.0,0.5
1556,5.0,0.3333333333333333
1556,6.0,0.3333333333333333
1556,28.0,0.3333333333333333
1559,6.0,0.125
1559,8.0,0.25
1559,13.0,0.125
1559,28.0,0.125
1559,30.0,0.375
1577,20.0,0.5
1577,26.0,0.5
1592,0.0,1.0
1614,16.0,1.0
1618,30.0,1.0
1643,0.0,1.0
1654,1.0,0.3333333333333333
1654,9.0,0.3333333333333333
1654,16.0,0.3333333333333333
1667,9.0,1.0
1674,0.0,0.16666666666666666
1674,8.0,0.16666666666666666
1674,29.0,0.16666666666666666
1674,30.0,0.5
1689,6.0,0.3333333333333333
1689,7.0,0.3333333333333333
1689,8.0,0.16666666666666666
1689,30.0,0.16666666666666666
1695,9.0,0.16666666666666666
1695,10.0,0.16666666666666666
1695,12.0,0.16666666666666666
1695,14.0,0.16666666666666666
1695,18.0,0.16666666666666666
1695,30.0,0.16666666666666666
1700,0.0,1.0
1712,2.0,0.5
1712,6.0,0.5
1713,25.0,1.0
1743,0.0,1.0
1747,3.0,0.25
1747,7.0,0.25
1747,8.0,0.25
1747,14.0,0.25
1752,30.0,1.0
1757,30.0,1.0
1774,4.0,0.16666666666666666
1774,5.0,0.3333333333333333
1774,8.0,0.16666666666666666
1774,12.0,0.16666666666666666
1774,30.0,0.16666666666666666
1782,0.0,0.05555555555555555
1782,1.0,0.05555555555555555
1782,2.0,0.3055555555555556
1782,3.0,0.1111111111111111
1782,4.0,0.19444444444444445
1782,5.0,0.16666666666666666
1782,6.0,0.1111111111111111
1783,15.0,1.0
1787,4.0,0.5
1787,9.0,0.5
1818,9.0,1.0
1819,7.0,0.6666666666666666
1819,20.0,0.3333333333333333
1830,7.0,1.0
1831,1.0,0.034482758620689655
1831,2.0,0.1724137931034483
1831,3.0,0.1724137931034483
1831,4.0,0.13793103448275862
1831,5.0,0.13793103448275862
1831,6.0,0.06896551724137931
1831,7.0,0.1724137931034483
1831,9.0,0.06896551724137931
1831,10.0,0.034482758620689655
1832,0.0,0.5
1832,20.0,0.5
1845,2.0,1.0
1866,13.0,1.0
1870,6.0,0.3333333333333333
1870,7.0,0.3333333333333333
1870,15.0,0.3333333333333333
1890,8.0,0.125
1890,11.0,0.25
1890,12.0,0.125
1890,14.0,0.25
1890,15.0,0.125
1890,28.0,0.125
1915,0.0,1.0
1924,15.0,1.0
1938,14.0,1.0
1940,0.0,0.19047619047619047
1940,2.0,0.09523809523809523
1940,3.0,0.09523809523809523
1940,4.0,0.047619047619047616
1940,5.0,0.047619047619047616
1940,6.0,0.047619047619047616
1940,7.0,0.047619047619047616
1940,9.0,0.047619047619047616
1940,15.0,0.09523809523809523
1940,17.0,0.047619047619047616
1940,19.0,0.047619047619047616
1940,29.0,0.047619047619047616
1940,30.0,0.14285714285714285
1942,0.0,1.0
1950,7.0,1.0
1957,30.0,1.0
1958,30.0,1.0
1979,20.0,1.0
1987,0.0,0.5
1987,22.0,0.5
1991,11.0,0.3333333333333333
1991,12.0,0.3333333333333333
1991,30.0,0.3333333333333333
1999,3.0,0.2
1999,5.0,0.2
1999,6.0,0.2
1999,22.0,0.2
1999,25.0,0.2
2002,0.0,0.2
2002,6.0,0.2
2002,8.0,0.2
2002,27.0,0.2
2002,30.0,0.2
2012,16.0,1.0
2014,6.0,0.3333333333333333
2014,30.0,0.6666666666666666
2016,9.0,1.0
2043,8.0,1.0
2063,30.0,1.0
2064,6.0,1.0
2067,2.0,0.5
2067,6.0,0.5
2078,0.0,0.2727272727272727
2078,6.0,0.09090909090909091
2078,9.0,0.09090909090909091
2078,13.0,0.09090909090909091
2078,17.0,0.09090909090909091
2078,30.0,0.36363636363636365
2086,0.0,0.1
2086,3.0,0.1
2086,5.0,0.05
2086,8.0,0.05
2086,10.0,0.05
2086,12.0,0.05
2086,16.0,0.2
2086,17.0,0.05
2086,19.0,0.05
2086,21.0,0.05
2086,28.0,0.05
2086,30.0,0.2
2088,7.0,1.0
2091,9.0,1.0
2092,14.0,0.6666666666666666
2092,30.0,0.3333333333333333
2097,4.0,0.25
2097,30.0,0.75
2099,6.0,0.3333333333333333
2099,7.0,0.3333333333333333
2099,21.0,0.3333333333333333
2120,0.0,0.5
2120,16.0,0.5
2122,25.0,1.0
2138,30.0,1.0
2151,1.0,1.0
2164,8.0,1.0
2180,7.0,0.3333333333333333
2180,8.0,0.3333333333333333
2180,15.0,0.3333333333333333
2186,8.0,0.5
2186,30.0,0.5
2187,3.0,0.25
2187,5.0,0.5
2187,7.0,0.25
2189,30.0,1.0
2192,0.0,0.125
2192,5.0,0.125
2192,6.0,0.125
2192,8.0,0.125
2192,14.0,0.125
2192,15.0,0.125
2192,16.0,0.125
2192,30.0,0.125
2197,6.0,0.5
2197,8.0,0.5
2205,30.0,1.0
2210,0.0,0.5
2210,7.0,0.5
2225,30.0,1.0
2228,0.0,0.1
2228,6.0,0.1
2228,7.0,0.1
2228,12.0,0.1
2228,13.0,0.1
2228,14.0,0.1
2228,17.0,0.1
2228,30.0,0.3
2229,0.0,0.16666666666666666
2229,7.0,0.16666666666666666
2229,10.0,0.3333333333333333
2229,23.0,0.16666666666666666
2229,29.0,0.16666666666666666
2238,14.0,0.5
2238,15.0,0.5
2243,16.0,1.0
2272,5.0,0.3333333333333333
2272,8.0,0.3333333333333333
2272,14.0,0.3333333333333333
2295,0.0,0.1
2295,2.0,0.1
2295,7.0,0.1
2295,12.0,0.1
2295,13.0,0.1
2295,14.0,0.1
2295,21.0,0.1
2295,23.0,0.1
2295,27.0,0.1
2295,30.0,0.1
2309,23.0,1.0
2314,0.0,0.16666666666666666
2314,8.0,0.16666666666666666
2314,10.0,0.16666666666666666
2314,12.0,0.16666666666666666
2314,23.0,0.16666666666666666
2314,30.0,0.16666666666666666
2326,4.0,0.3333333333333333
2326,5.0,0.16666666666666666
2326,9.0,0.16666666666666666
2326,10.0,0.16666666666666666
2326,13.0,0.16666666666666666
2335,10.0,1.0
2338,4.0,1.0
2350,20.0,1.0
2351,18.0,1.0
2361,30.0,1.0
2371,25.0,1.0
2377,0.0,1.0
2389,30.0,1.0
2390,0.0,0.1111111111111111
2390,6.0,0.1111111111111111
2390,8.0,0.1111111111111111
2390,12.0,0.1111111111111111
2390,14.0,0.1111111111111111
2390,15.0,0.1111111111111111
2390,19.0,0.1111111111111111
2390,30.0,0.2222222222222222
2391,7.0,0.3333333333333333
2391,8.0,0.6666666666666666
2408,0.0,1.0
2422,8.0,1.0
2426,3.0,0.5
2426,5.0,0.5
2434,8.0,1.0
2435,11.0,0.5
2435,14.0,0.5
2450,7.0,0.3333333333333333
2450,12.0,0.3333333333333333
2450,15.0,0.3333333333333333
2452,0.0,0.2
2452,1.0,0.2
2452,16.0,0.2
2452,17.0,0.2
2452,20.0,0.2
2480,14.0,1.0
2481,0.0,0.5
2481,7.0,0.25
2481,22.0,0.25
2512,9.0,0.5
2512,30.0,0.5
2514,30.0,1.0
2516,30.0,1.0
2517,7.0,0.125
2517,8.0,0.375
2517,11.0,0.125
2517,12.0,0.125
2517,14.0,0.125
2517,15.0,0.125
2519,6.0,1.0
2524,8.0,0.5
2524,12.0,0.5
2556,26.0,1.0
2573,6.0,0.5
2573,13.0,0.5
2581,0.0,0.25
2581,7.0,0.25
2581,9.0,0.25
2581,21.0,0.25
2597,4.0,0.5
2597,7.0,0.5
2604,0.0,1.0
2611,0.0,0.3333333333333333
2611,15.0,0.3333333333333333
2611,30.0,0.3333333333333333
2616,5.0,1.0
2627,0.0,1.0
2643,11.0,0.5
2643,18.0,0.5
2646,21.0,1.0
2651,30.0,1.0
2656,30.0,1.0
2661,23.0,1.0
2669,10.0,1.0
2707,0.0,0.5
2707,30.0,0.5
2708,7.0,1.0
2717,26.0,1.0
2732,11.0,0.3333333333333333
2732,30.0,0.6666666666666666
2748,0.0,0.07692307692307693
2748,2.0,0.038461538461538464
2748,5.0,0.038461538461538464
2748,6.0,0.038461538461538464
2748,7.0,0.038461538461538464
2748,10.0,0.038461538461538464
2748,12.0,0.038461538461538464
2748,15.0,0.11538461538461539
2748,17.0,0.038461538461538464
2748,18.0,0.038461538461538464
2748,20.0,0.038461538461538464
2748,21.0,0.038461538461538464
2748,22.0,0.11538461538461539
2748,23.0,0.038461538461538464
2748,27.0,0.038461538461538464
2748,30.0,0.23076923076923078
2750,18.0,1.0
2786,0.0,1.0
2813,16.0,1.0
2814,3.0,1.0
2825,7.0,0.25
2825,10.0,0.25
2825,11.0,0.25
2825,21.0,0.25
2826,4.0,1.0
2838,4.0,1.0
2839,8.0,1.0
2846,7.0,0.14285714285714285
2846,10.0,0.14285714285714285
2846,25.0,0.14285714285714285
2846,26.0,0.2857142857142857
2846,30.0,0.2857142857142857
2848,6.0,1.0
2855,0.0,0.3333333333333333
2855,8.0,0.1111111111111111
2855,12.0,0.1111111111111111
2855,13.0,0.1111111111111111
2855,15.0,0.1111111111111111
2855,17.0,0.1111111111111111
2855,30.0,0.1111111111111111
2870,6.0,1.0
2888,15.0,1.0
2927,5.0,0.2
2927,6.0,0.4
2927,30.0,0.4
2962,6.0,0.2222222222222222
2962,7.0,0.2222222222222222
2962,14.0,0.1111111111111111
2962,15.0,0.1111111111111111
2962,17.0,0.1111111111111111
2962,26.0,0.1111111111111111
2962,30.0,0.1111111111111111
2966,0.0,0.1111111111111111
2966,1.0,0.14814814814814814
2966,3.0,0.037037037037037035
2966,4.0,0.1111111111111111
2966,5.0,0.07407407407407407
2966,6.0,0.07407407407407407
2966,7.0,0.07407407407407407
2966,8.0,0.07407407407407407
2966,13.0,0.037037037037037035
2966,15.0,0.037037037037037035
2966,16.0,0.037037037037037035
2966,17.0,0.037037037037037035
2966,21.0,0.037037037037037035
2966,28.0,0.037037037037037035
2966,30.0,0.07407407407407407
2969,5.0,0.3333333333333333
2969,30.0,0.6666666666666666
2974,8.0,1.0
3007,4.0,0.3333333333333333
3007,30.0,0.6666666666666666
3023,9.0,0.5
3023,25.0,0.5
3045,30.0,1.0
3061,0.0,0.3333333333333333
3061,12.0,0.3333333333333333
3061,14.0,0.3333333333333333
3066,27.0,1.0
3098,0.0,0.5
3098,21.0,0.5
3101,0.0,1.0
3108,9.0,1.0
3110,20.0,1.0
3126,1.0,1.0
3128,17.0,1.0
3142,0.0,0.125
3142,2.0,0.25
3142,4.0,0.25
3142,19.0,0.125
3142,25.0,0.125
3142,30.0,0.125
3151,28.0,1.0
3157,1.0,0.25
3157,3.0,0.25
3157,8.0,0.5
3161,8.0,1.0
3162,7.0,1.0
3172,7.0,1.0
3211,21.0,1.0
3219,0.0,0.4
3219,7.0,0.2
3219,13.0,0.2
3219,15.0,0.2
3233,5.0,1.0
3243,5.0,1.0
3244,8.0,1.0
3255,8.0,0.5
3255,30.0,0.5
3260,30.0,1.0
3265,3.0,0.5
3265,19.0,0.5
3274,25.0,1.0
3296,7.0,1.0
3298,0.0,0.125
3298,1.0,0.125
3298,5.0,0.125
3298,6.0,0.125
3298,7.0,0.125
3298,8.0,0.25
3298,14.0,0.125
3323,9.0,0.5
3323,10.0,0.5
3326,3.0,0.5
3326,9.0,0.5
3334,6.0,1.0
3364,0.0,1.0
3376,0.0,0.09090909090909091
3376,3.0,0.09090909090909091
3376,19.0,0.09090909090909091
3376,26.0,0.09090909090909091
3376,28.0,0.18181818181818182
3376,30.0,0.45454545454545453
3377,6.0,1.0
3382,10.0,1.0
3384,4.0,1.0
3389,30.0,1.0
3390,13.0,1.0
3397,9.0,0.3333333333333333
3397,17.0,0.3333333333333333
3397,30.0,0.3333333333333333
3398,3.0,0.5
3398,15.0,0.5
3407,30.0,1.0
3431,0.0,1.0
3452,7.0,0.5
3452,15.0,0.5
3464,19.0,0.6666666666666666
3464,30.0,0.3333333333333333
3469,6.0,0.07692307692307693
3469,7.0,0.3076923076923077
3469,9.0,0.07692307692307693
3469,10.0,0.07692307692307693
3469,13.0,0.07692307692307693
3469,20.0,0.07692307692307693
3469,25.0,0.07692307692307693
3469,28.0,0.15384615384615385
3469,30.0,0.07692307692307693
3473,30.0,1.0
3481,4.0,0.25
3481,6.0,0.25
3481,8.0,0.25
3481,21.0,0.25
3485,7.0,1.0
3512,30.0,1.0
3513,14.0,0.5
3513,21.0,0.5
3518,0.0,1.0
3519,5.0,1.0
3545,29.0,1.0
3578,30.0,1.0
3579,24.0,0.3333333333333333
3579,25.0,0.3333333333333333
3579,30.0,0.3333333333333333
3583,3.0,0.05263157894736842
3583,4.0,0.05263157894736842
3583,6.0,0.05263157894736842
3583,7.0,0.10526315789473684
3583,8.0,0.2631578947368421
3583,13.0,0.05263157894736842
3583,15.0,0.05263157894736842
3583,17.0,0.10526315789473684
3583,18.0,0.05263157894736842
3583,19.0,0.05263157894736842
3583,29.0,0.05263157894736842
3583,30.0,0.10526315789473684
3590,25.0,1.0
3593,30.0,1.0
3599,3.0,0.2
3599,6.0,0.2
3599,9.0,0.2
3599,12.0,0.2
3599,13.0,0.2
3600,6.0,1.0
3603,6.0,0.3333333333333333
3603,7.0,0.3333333333333333
3603,14.0,0.3333333333333333
3627,0.0,0.5
3627,30.0,0.5
3631,6.0,1.0
3634,30.0,1.0
3648,8.0,1.0
3661,30.0,1.0
3672,18.0,1.0
3675,10.0,1.0
3676,30.0,1.0
3690,14.0,1.0
3696,0.0,0.14285714285714285
3696,2.0,0.14285714285714285
3696,10.0,0.14285714285714285
3696,11.0,0.14285714285714285
3696,19.0,0.14285714285714285
3696,23.0,0.14285714285714285
3696,30.0,0.14285714285714285
3703,0.0,1.0
3714,3.0,1.0
3721,1.0,0.3333333333333333
3721,3.0,0.3333333333333333
3721,10.0,0.3333333333333333
3747,5.0,0.5
3747,6.0,0.5
3751,25.0,1.0
3765,2.0,0.42857142857142855
3765,3.0,0.2857142857142857
3765,4.0,0.2857142857142857
3798,1.0,0.16666666666666666
3798,2.0,0.08333333333333333
3798,3.0,0.16666666666666666
3798,4.0,0.16666666666666666
3798,6.0,0.08333333333333333
3798,7.0,0.16666666666666666
3798,13.0,0.08333333333333333
3798,25.0,0.08333333333333333
3800,0.0,0.14285714285714285
3800,7.0,0.14285714285714285
3800,9.0,0.14285714285714285
3800,10.0,0.14285714285714285
3800,13.0,0.14285714285714285
3800,19.0,0.14285714285714285
3800,30.0,0.14285714285714285
3808,10.0,0.3333333333333333
3808,11.0,0.3333333333333333
3808,25.0,0.3333333333333333
3822,0.0,0.5
3822,8.0,0.5
3835,5.0,0.3333333333333333
3835,7.0,0.16666666666666666
3835,8.0,0.3333333333333333
3835,22.0,0.16666666666666666
3855,30.0,1.0
3856,26.0,1.0
3858,15.0,1.0
3863,21.0,1.0
3873,2.0,0.3333333333333333
3873,9.0,0.3333333333333333
3873,11.0,0.3333333333333333
3880,7.0,1.0
3884,1.0,0.25
3884,2.0,0.25
3884,4.0,0.25
3884,6.0,0.25
3896,0.0,0.2222222222222222
3896,7.0,0.1111111111111111
3896,13.0,0.1111111111111111
3896,18.0,0.2222222222222222
3896,21.0,0.1111111111111111
3896,30.0,0.2222222222222222
3919,9.0,0.2
3919,11.0,0.2
3919,14.0,0.2
3919,30.0,0.4
3951,11.0,1.0
3952,1.0,0.25
3952,4.0,0.25
3952,11.0,0.25
3952,30.0,0.25
3957,0.0,0.06896551724137931
3957,1.0,0.06896551724137931
3957,2.0,0.017241379310344827
3957,3.0,0.034482758620689655
3957,4.0,0.05172413793103448
3957,5.0,0.034482758620689655
3957,6.0,0.05172413793103448
3957,7.0,0.10344827586206896
3957,8.0,0.05172413793103448
3957,10.0,0.05172413793103448
3957,12.0,0.017241379310344827
3957,13.0,0.06896551724137931
3957,15.0,0.05172413793103448
3957,17.0,0.017241379310344827
3957,19.0,0.017241379310344827
3957,20.0,0.017241379310344827
3957,21.0,0.034482758620689655
3957,22.0,0.05172413793103448
3957,23.0,0.017241379310344827
3957,26.0,0.017241379310344827
3957,27.0,0.017241379310344827
3957,28.0,0.034482758620689655
3957,30.0,0.10344827586206896
3962,7.0,1.0
3977,13.0,0.5
3977,15.0,0.5
3988,2.0,0.25
3988,4.0,0.25
3988,5.0,0.25
3988,25.0,0.25
3990,4.0,0.25
3990,9.0,0.25
3990,26.0,0.25
3990,30.0,0.25
3996,6.0,1.0
3999,7.0,0.3333333333333333
3999,8.0,0.3333333333333333
3999,22.0,0.3333333333333333
4006,5.0,0.16666666666666666
4006,6.0,0.3333333333333333
4006,9.0,0.16666666666666666
4006,15.0,0.16666666666666666
4006,30.0,0.16666666666666666
4025,1.0,1.0
4058,13.0,1.0
4066,0.0,1.0
4071,30.0,1.0
4086,0.0,0.1
4086,3.0,0.1
4086,9.0,0.1
4086,18.0,0.1
4086,21.0,0.1
4086,30.0,0.5
4091,7.0,1.0
4097,30.0,1.0
4098,6.0,1.0
4136,7.0,1.0
4138,6.0,1.0
4149,30.0,1.0
4163,30.0,1.0
4169,0.0,1.0
4189,16.0,1.0
4193,6.0,0.5
4193,8.0,0.5
4210,0.0,0.10344827586206896
4210,3.0,0.06896551724137931
4210,4.0,0.034482758620689655
4210,6.0,0.13793103448275862
4210,7.0,0.20689655172413793
4210,8.0,0.13793103448275862
4210,12.0,0.034482758620689655
4210,13.0,0.10344827586206896
4210,20.0,0.034482758620689655
4210,30.0,0.13793103448275862
4217,5.0,1.0
4235,0.0,1.0
4269,11.0,0.5
4269,30.0,0.5
4274,9.0,0.4
4274,16.0,0.2
4274,22.0,0.2
4274,30.0,0.2
4292,0.0,1.0
4294,10.0,1.0
4302,5.0,0.25
4302,6.0,0.5
4302,10.0,0.25
4317,19.0,1.0
4338,4.0,1.0
4343,21.0,1.0
4347,13.0,0.5
4347,17.0,0.5
4350,0.0,0.3333333333333333
4350,3.0,0.3333333333333333
4350,18.0,0.3333333333333333
4352,2.0,1.0
4357,0.0,1.0
4367,8.0,0.75
4367,30.0,0.25
4374,30.0,1.0
4387,0.0,1.0
4398,9.0,1.0
