product_id,product_reorder_rate,avg_pos_incart,p_reduced_feat_1,p_reduced_feat_2,p_reduced_feat_3,department_id
278,0.0,1.0,1.0,0.0,0.0,4
287,0.5,1.5,0.0,0.0,0.0,96
300,0.0,2.0,1.0,0.0,0.0,17
311,0.0,21.0,0.0,0.0,0.0,52
329,0.5,6.5,0.0,0.0,0.0,84
343,0.5,5.5,0.0,0.0,0.0,123
365,0.3333333333333333,10.666666666666666,1.0,0.0,0.0,121
377,0.5,3.0,0.0,0.0,0.0,40
389,0.5,2.0,0.0,0.0,0.0,123
392,0.0,32.0,0.0,0.0,0.0,89
397,0.0,8.0,0.0,0.0,0.0,17
401,0.0,2.0,0.0,0.0,0.0,20
403,0.6666666666666666,11.333333333333334,0.0,0.0,0.0,96
405,0.5,5.5,0.0,0.0,0.0,81
406,0.0,10.0,0.0,0.0,0.0,3
422,0.0,16.0,0.0,0.0,0.0,107
424,0.0,1.0,0.0,0.0,0.0,131
429,0.5,2.5,0.0,0.0,0.0,59
432,0.2,7.0,0.0,0.0,0.0,91
436,0.0,10.0,0.0,0.0,0.0,116
443,0.0,3.0,0.0,0.0,0.0,75
445,0.0,7.0,0.0,0.0,0.0,3
449,0.5,6.0,1.0,0.0,0.0,61
455,0.0,15.0,0.0,0.0,0.0,133
459,0.0,2.0,1.0,0.0,0.0,120
480,0.0,5.0,0.0,0.0,0.0,37
481,0.3333333333333333,7.333333333333333,0.0,0.0,0.0,104
483,0.0,18.0,0.0,0.0,0.0,94
500,0.3333333333333333,5.0,0.0,0.0,0.0,114
513,0.0,1.0,0.0,0.0,0.0,17
519,0.5,10.5,0.0,0.0,0.0,31
546,0.0,6.5,1.0,0.0,0.0,51
578,0.0,21.0,0.0,0.0,0.0,10
588,0.0,5.0,0.0,0.0,0.0,121
594,0.8333333333333334,5.166666666666667,1.0,0.0,0.0,3
605,0.0,3.5,0.0,0.0,0.0,75
614,0.0,2.0,0.0,0.0,0.0,100
622,0.6666666666666666,4.0,0.0,0.0,0.0,61
651,0.5882352941176471,6.647058823529412,0.0,0.0,0.0,36
663,0.0,3.0,0.0,0.0,0.0,67
683,0.0,6.0,0.0,0.0,0.0,78
689,0.0,7.0,0.0,0.0,0.0,127
691,0.6666666666666666,3.6666666666666665,0.0,0.0,0.0,121
692,0.0,12.0,0.0,0.0,0.0,122
694,0.8,10.0,0.0,0.0,0.0,120
717,0.0,1.0,0.0,0.0,0.0,114
730,0.0,9.0,0.0,0.0,0.0,22
781,0.0,26.0,0.0,0.0,0.0,21
794,0.0,7.0,0.0,0.0,0.0,66
810,0.0,4.0,0.0,0.0,0.0,72
812,0.7272727272727273,7.090909090909091,0.0,0.0,0.0,57
831,0.0,4.0,0.0,0.0,0.0,34
890,0.3333333333333333,6.666666666666667,0.0,0.0,0.0,81
907,0.5,2.5,1.0,0.0,0.0,106
928,0.0,12.0,1.0,0.0,0.0,69
939,0.9166666666666666,7.833333333333333,1.0,0.0,0.0,50
989,0.0,8.0,1.0,0.0,0.0,38
1000,0.0,5.0,0.0,0.0,0.0,18
1005,0.0,4.5,0.0,0.0,0.0,94
1006,0.6666666666666666,4.0,0.0,0.0,0.0,108
1022,0.0,4.0,0.0,0.0,0.0,88
1025,0.5,16.75,0.0,0.0,0.0,16
1063,0.0,2.0,0.0,0.0,0.0,17
1069,0.9090909090909091,4.636363636363637,0.0,0.0,0.0,112
1073,0.6,4.0,0.0,0.0,0.0,96
1076,0.0,4.0,1.0,0.0,0.0,30
1082,0.0,6.0,0.0,0.0,0.0,126
1090,0.4,3.0,1.0,0.0,0.0,4
1094,0.0,3.0,0.0,0.0,0.0,120
1104,0.0,2.0,0.0,0.0,0.0,120
1117,0.3333333333333333,5.333333333333333,0.0,0.0,0.0,106
1138,0.0,9.0,0.0,0.0,0.0,7
1139,0.0,7.0,0.0,0.0,0.0,78
1158,0.14285714285714285,9.0,0.0,0.0,0.0,116
1160,0.9444444444444444,3.111111111111111,0.0,0.0,0.0,62
1170,0.0,9.0,0.0,0.0,0.0,131
1181,0.0,18.0,0.0,0.0,0.0,24
1183,0.0,2.0,0.0,0.0,0.0,24
1187,0.0,7.0,0.0,0.0,0.0,114
1194,0.0,12.0,0.0,0.0,0.0,115
1200,0.0,1.0,0.0,0.0,0.0,69
1203,0.0,22.0,0.0,0.0,0.0,88
1208,0.8,5.0,0.0,0.0,0.0,94
1213,0.0,3.0,0.0,0.0,0.0,11
1215,0.0,9.0,0.0,0.0,0.0,129
1216,0.0,2.0,0.0,0.0,0.0,42
1217,0.0,8.5,0.0,0.0,0.0,54
1234,0.0,6.0,1.0,0.0,0.0,120
1241,0.0,2.0,0.0,0.0,0.0,37
1244,0.0,7.666666666666667,0.0,0.0,0.0,83
1250,0.0,13.0,0.0,0.0,0.0,13
1261,0.3333333333333333,17.0,0.0,1.0,0.0,89
1263,0.42857142857142855,6.142857142857143,0.0,0.0,0.0,21
1295,0.0,2.0,0.0,0.0,0.0,70
1308,0.0,5.0,0.0,0.0,0.0,17
1319,0.3333333333333333,4.333333333333333,0.0,0.0,0.0,54
1322,0.0,1.0,0.0,0.0,0.0,59
1330,0.75,8.125,0.0,0.0,0.0,54
1347,0.5,5.5,0.0,0.0,0.0,120
1360,0.4,8.8,0.0,0.0,0.0,88
1374,0.6666666666666666,1.3333333333333333,1.0,0.0,0.0,83
1376,0.0,8.5,0.0,0.0,0.0,105
1377,0.6666666666666666,5.0,1.0,0.0,0.0,120
1392,0.6666666666666666,9.0,0.0,0.0,0.0,67
1398,0.0,5.0,0.0,0.0,0.0,37
1406,0.0,4.0,0.0,0.0,0.0,65
1408,0.0,14.0,1.0,0.0,0.0,123
1416,0.0,9.0,0.0,0.0,0.0,89
1439,0.0,7.0,0.0,0.0,0.0,31
1440,0.0,12.0,0.0,0.0,0.0,16
1447,0.0,16.0,0.0,0.0,0.0,123
1461,0.5,13.0,0.0,0.0,0.0,52
1463,0.9230769230769231,6.769230769230769,0.0,0.0,0.0,84
1468,0.0,8.0,0.0,0.0,0.0,123
1492,0.5,18.5,0.0,0.0,0.0,105
1511,0.0,1.0,0.0,0.0,0.0,84
1512,0.0,8.0,1.0,0.0,0.0,11
1516,0.5,14.5,0.0,0.0,0.0,116
1529,0.5,12.7,0.0,0.0,0.0,16
1540,0.0,13.0,0.0,0.0,0.0,30
1541,0.0,9.0,0.0,0.0,0.0,86
1545,0.9411764705882353,7.352941176470588,1.0,0.0,0.0,3
1546,0.0,18.5,0.0,0.0,0.0,88
1556,0.0,20.333333333333332,0.0,0.0,0.0,63
1559,0.75,9.75,0.0,0.0,0.0,120
1577,0.0,12.0,0.0,0.0,0.0,120
1592,0.0,22.0,0.0,0.0,0.0,22
1614,0.0,1.0,0.0,0.0,0.0,116
1618,0.0,14.0,0.0,0.0,0.0,38
1643,0.0,14.0,0.0,0.0,0.0,21
1654,0.6666666666666666,1.6666666666666667,0.0,0.0,0.0,45
1667,0.0,8.0,0.0,0.0,0.0,22
1674,0.8333333333333334,7.666666666666667,0.0,0.0,0.0,37
1689,0.6666666666666666,3.8333333333333335,0.0,0.0,0.0,112
1695,0.6666666666666666,5.5,0.0,0.0,0.0,26
1700,0.0,7.0,0.0,0.0,0.0,23
1712,0.5,17.0,0.0,0.0,0.0,3
1713,0.0,2.0,0.0,0.0,0.0,42
1743,0.0,1.0,0.0,0.0,0.0,41
1747,0.75,3.5,0.0,0.0,0.0,23
1752,0.0,5.0,0.0,0.0,0.0,37
1757,0.0,30.0,0.0,0.0,0.0,69
1774,0.6666666666666666,5.666666666666667,0.0,0.0,0.0,37
1782,0.9166666666666666,6.361111111111111,0.0,0.0,0.0,45
1783,0.0,15.0,0.0,0.0,0.0,57
1787,0.5,5.0,0.0,0.0,0.0,66
1818,0.0,4.0,0.0,0.0,0.0,88
1819,0.6666666666666666,2.6666666666666665,0.0,0.0,0.0,88
1830,0.0,12.0,0.0,0.0,0.0,17
1831,0.9310344827586207,5.379310344827586,0.0,0.0,0.0,115
1832,0.5,11.5,0.0,0.0,0.0,22
1845,0.0,12.0,0.0,0.0,0.0,88
1866,0.0,12.0,0.0,0.0,0.0,109
1870,0.6666666666666666,7.666666666666667,0.0,0.0,0.0,34
1890,0.875,11.0,0.0,0.0,0.0,86
1915,0.0,14.0,0.0,0.0,0.0,120
1924,0.0,1.0,0.0,0.0,0.0,63
1938,0.0,1.0,0.0,0.0,0.0,122
1940,0.7142857142857143,2.6666666666666665,0.0,0.0,0.0,84
1942,0.0,47.0,0.0,0.0,0.0,19
1950,0.0,21.0,0.0,0.0,0.0,88
1957,0.0,1.0,0.0,0.0,0.0,75
1958,0.0,15.0,0.0,0.0,0.0,72
1979,0.0,2.0,0.0,0.0,0.0,66
1987,0.5,9.0,0.0,0.0,0.0,31
1991,0.6666666666666666,8.333333333333334,0.0,0.0,0.0,98
1999,0.4,12.2,0.0,0.0,0.0,69
2002,0.6,9.4,0.0,0.0,0.0,42
2012,0.0,10.0,0.0,0.0,0.0,38
2014,0.0,7.0,0.0,0.0,0.0,120
2016,0.0,17.0,1.0,0.0,0.0,83
2043,0.0,7.0,1.0,0.0,0.0,37
2063,0.0,9.0,0.0,0.0,0.0,21
2064,0.0,39.0,0.0,0.0,0.0,17
2067,0.5,15.5,0.0,0.0,0.0,3
2078,0.45454545454545453,6.545454545454546,0.0,0.0,0.0,36
2086,0.7,7.9,0.0,0.0,0.0,54
2088,0.0,14.0,1.0,0.0,0.0,63
2091,0.0,2.0,0.0,0.0,0.0,78
2092,0.6666666666666666,8.333333333333334,0.0,0.0,0.0,94
2097,0.75,8.75,0.0,0.0,0.0,85
2099,0.0,11.333333333333334,0.0,0.0,0.0,17
2120,0.0,6.0,0.0,0.0,0.0,62
2122,0.0,3.0,0.0,0.0,0.0,126
2138,0.0,15.0,0.0,0.0,0.0,6
2151,0.0,4.0,0.0,0.0,0.0,37
2164,0.0,3.0,0.0,0.0,0.0,52
2180,0.0,5.333333333333333,1.0,0.0,0.0,131
2186,0.5,1.0,0.0,0.0,0.0,4
2187,0.75,4.0,0.0,0.0,0.0,84
2189,0.0,4.0,0.0,0.0,0.0,120
2192,0.75,12.25,0.0,0.0,0.0,129
2197,0.5,12.5,0.0,0.0,0.0,77
2205,0.0,16.0,0.0,0.0,0.0,17
2210,0.5,6.0,0.0,0.0,0.0,86
2225,0.0,6.0,0.0,0.0,0.0,17
2228,0.4,9.6,0.0,0.0,0.0,116
2229,0.6666666666666666,3.8333333333333335,0.0,0.0,0.0,38
2238,0.0,10.0,0.0,0.0,0.0,47
2243,0.0,8.0,0.0,0.0,0.0,120
2272,0.0,10.666666666666666,0.0,0.0,0.0,20
2295,0.2,12.2,0.0,0.0,0.0,83
2309,0.0,5.0,0.0,0.0,0.0,47
2314,0.16666666666666666,7.166666666666667,1.0,0.0,0.0,108
2326,0.8333333333333334,9.0,0.0,0.0,0.0,52
2335,0.0,10.0,0.0,0.0,0.0,100
2338,0.0,21.0,0.0,0.0,0.0,59
2350,0.0,14.0,0.0,0.0,0.0,17
2351,0.0,4.0,0.0,0.0,0.0,119
2361,0.0,26.0,0.0,0.0,0.0,37
2371,0.0,21.0,0.0,0.0,0.0,100
2377,0.0,8.0,0.0,0.0,0.0,78
2389,0.0,12.0,1.0,0.0,0.0,42
2390,0.7777777777777778,4.555555555555555,0.0,0.0,0.0,107
2391,0.6666666666666666,5.666666666666667,0.0,0.0,0.0,52
2408,0.0,11.0,0.0,0.0,0.0,21
2422,0.0,6.0,0.0,0.0,0.0,38
2426,0.0,4.5,0.0,0.0,0.0,13
2434,0.0,15.0,0.0,0.0,0.0,103
2435,0.5,12.5,0.0,0.0,0.0,38
2450,0.3333333333333333,12.333333333333334,1.0,0.0,0.0,30
2452,0.4,9.0,0.0,0.0,0.0,129
2480,0.0,7.0,0.0,0.0,0.0,45
2481,0.5,7.75,0.0,1.0,0.0,21
2512,0.0,14.0,0.0,0.0,0.0,69
2514,0.0,17.0,0.0,0.0,0.0,20
2516,0.0,16.0,0.0,0.0,0.0,11
2517,0.875,2.375,0.0,0.0,0.0,61
2519,0.0,37.0,0.0,0.0,0.0,121
2524,0.5,11.5,0.0,0.0,0.0,107
2556,0.0,11.0,0.0,0.0,0.0,72
2573,0.5,10.5,0.0,0.0,0.0,66
2581,0.25,8.75,0.0,0.0,0.0,74
2597,0.5,3.5,0.0,0.0,0.0,19
2604,0.0,4.0,0.0,0.0,0.0,37
2611,0.3333333333333333,4.666666666666667,0.0,0.0,0.0,92
2616,0.0,3.0,0.0,0.0,0.0,70
2627,0.0,4.0,0.0,0.0,0.0,133
2643,0.5,5.0,0.0,0.0,0.0,123
2646,0.0,4.0,0.0,0.0,0.0,53
2651,0.0,1.0,0.0,0.0,0.0,72
2656,0.0,4.0,0.0,0.0,0.0,75
2661,0.0,18.0,1.0,0.0,0.0,3
2669,0.0,6.0,1.0,0.0,0.0,94
2707,0.0,3.5,0.0,0.0,0.0,74
2708,0.0,7.0,0.0,0.0,0.0,50
2717,0.0,2.0,0.0,0.0,0.0,115
2732,0.3333333333333333,8.333333333333334,0.0,0.0,0.0,107
2748,0.8846153846153846,2.576923076923077,0.0,0.0,0.0,84
2750,0.0,17.0,1.0,0.0,0.0,52
2786,0.0,3.0,0.0,0.0,0.0,54
2813,0.0,13.0,0.0,0.0,0.0,131
2814,0.0,5.0,0.0,0.0,0.0,17
2825,0.25,9.25,0.0,0.0,0.0,67
2826,0.0,1.0,0.0,0.0,0.0,107
2838,0.0,10.0,0.0,0.0,0.0,89
2839,0.0,18.0,0.0,0.0,0.0,96
2846,0.2857142857142857,9.857142857142858,0.0,0.0,0.0,83
2848,0.0,18.0,1.0,0.0,0.0,90
2855,0.4444444444444444,4.888888888888889,1.0,0.0,0.0,112
2870,0.0,5.0,0.0,0.0,0.0,94
2888,0.0,1.0,0.0,0.0,0.0,88
2927,0.4,10.4,0.0,0.0,0.0,72
2962,0.5555555555555556,3.6666666666666665,0.0,0.0,0.0,84
2966,0.6666666666666666,5.074074074074074,0.0,0.0,0.0,98
2969,0.6666666666666666,18.333333333333332,0.0,0.0,0.0,128
2974,0.0,25.0,0.0,0.0,0.0,77
3007,0.3333333333333333,11.666666666666666,0.0,0.0,0.0,20
3023,0.0,11.5,0.0,0.0,0.0,78
3045,0.0,9.0,0.0,0.0,0.0,114
3061,0.6666666666666666,11.666666666666666,0.0,0.0,0.0,61
3066,0.0,10.0,0.0,0.0,0.0,91
3098,0.0,6.0,0.0,0.0,0.0,74
3101,0.0,11.0,0.0,0.0,0.0,116
3108,0.0,6.0,0.0,0.0,0.0,120
3110,0.0,9.0,0.0,0.0,0.0,38
3126,0.0,5.0,0.0,0.0,0.0,120
3128,0.0,14.0,0.0,0.0,0.0,100
3142,0.25,6.375,0.0,0.0,0.0,63
3151,0.0,7.0,0.0,0.0,0.0,94
3157,0.75,5.0,0.0,0.0,0.0,41
3161,0.0,8.0,0.0,0.0,0.0,15
3162,0.0,3.0,0.0,0.0,0.0,70
3172,0.0,7.0,0.0,0.0,0.0,42
3211,0.0,4.0,0.0,0.0,0.0,31
3219,0.4,5.4,0.0,0.0,0.0,104
3233,0.0,5.0,1.0,0.0,0.0,69
3243,0.0,6.0,0.0,0.0,0.0,83
3244,0.0,10.0,1.0,0.0,0.0,41
3255,0.5,6.5,0.0,0.0,0.0,38
3260,0.0,7.0,1.0,0.0,0.0,61
3265,0.0,3.0,0.0,0.0,0.0,32
3274,0.0,4.0,0.0,0.0,0.0,94
3296,0.0,13.0,0.0,0.0,0.0,37
3298,0.625,5.5,0.0,0.0,0.0,21
3323,0.5,12.0,0.0,0.0,0.0,89
3326,0.5,8.5,0.0,0.0,0.0,45
3334,0.0,32.0,0.0,0.0,0.0,98
3364,0.0,13.0,0.0,1.0,0.0,133
3376,0.2727272727272727,18.09090909090909,0.0,0.0,0.0,81
3377,0.0,33.0,0.0,0.0,0.0,131
3382,0.0,6.0,0.0,0.0,0.0,83
3384,0.0,9.0,1.0,0.0,0.0,129
3389,0.0,2.0,0.0,0.0,0.0,77
3390,0.0,11.0,0.0,0.0,0.0,24
3397,0.6666666666666666,13.0,0.0,0.0,0.0,107
3398,0.5,4.5,0.0,0.0,0.0,45
3407,0.0,14.0,0.0,0.0,0.0,53
3431,0.0,5.5,1.0,0.0,0.0,64
3452,0.5,12.5,0.0,0.0,0.0,53
3464,0.0,4.0,0.0,0.0,0.0,83
3469,0.7692307692307693,8.76923076923077,0.0,0.0,0.0,59
3473,0.0,13.0,0.0,0.0,0.0,74
3481,0.0,5.25,0.0,0.0,0.0,24
3485,0.0,6.0,0.0,0.0,0.0,64
3512,0.0,5.0,0.0,0.0,0.0,59
3513,0.5,19.0,0.0,0.0,0.0,24
3518,0.0,4.0,0.0,0.0,0.0,114
3519,0.0,2.0,0.0,0.0,0.0,31
3545,0.0,1.0,0.0,0.0,0.0,9
3578,0.0,17.0,0.0,0.0,0.0,127
3579,0.6666666666666666,5.333333333333333,0.0,0.0,0.0,42
3583,0.7368421052631579,6.315789473684211,0.0,0.0,0.0,84
3590,0.0,13.0,0.0,0.0,0.0,130
3593,0.0,13.0,0.0,0.0,0.0,85
3599,0.6,5.8,0.0,0.0,0.0,23
3600,0.0,4.0,0.0,0.0,0.0,97
3603,0.6666666666666666,13.666666666666666,0.0,0.0,0.0,51
3627,0.5,39.0,0.0,0.0,0.0,81
3631,0.0,6.0,0.0,0.0,0.0,120
3634,0.0,34.0,0.0,0.0,0.0,107
3648,0.0,3.0,0.0,0.0,0.0,27
3661,0.0,14.0,0.0,0.0,0.0,3
3672,0.0,2.0,0.0,0.0,0.0,37
3675,0.0,16.0,0.0,0.0,0.0,54
3676,0.0,2.0,0.0,0.0,0.0,108
3690,0.0,32.0,0.0,0.0,0.0,98
3696,0.7142857142857143,6.0,0.0,0.0,0.0,78
3703,0.0,1.0,0.0,0.0,0.0,111
3714,0.0,4.0,0.0,0.0,0.0,61
3721,0.6666666666666666,3.6666666666666665,0.0,0.0,0.0,94
3747,0.5,15.5,0.0,0.0,0.0,133
3751,0.0,12.0,0.0,0.0,0.0,53
3765,0.8571428571428571,9.428571428571429,0.0,0.0,0.0,91
3798,0.75,3.25,0.0,0.0,0.0,24
3800,0.7142857142857143,11.428571428571429,0.0,0.0,0.0,108
3808,0.3333333333333333,8.666666666666666,0.0,0.0,0.0,19
3822,0.5,7.0,0.0,0.0,0.0,117
3835,0.8333333333333334,3.8333333333333335,0.0,0.0,0.0,98
3855,0.0,12.0,0.0,0.0,0.0,43
3856,0.0,7.0,1.0,0.0,0.0,96
3858,0.0,5.0,0.0,0.0,0.0,92
3863,0.0,15.0,0.0,0.0,0.0,50
3873,0.3333333333333333,4.333333333333333,0.0,0.0,0.0,115
3880,0.0,3.0,0.0,0.0,0.0,128
3884,0.75,3.0,0.0,0.0,0.0,100
3896,0.7777777777777778,5.111111111111111,0.0,0.0,0.0,112
3919,0.4,10.4,1.0,0.0,0.0,93
3951,0.0,15.0,1.0,0.0,0.0,92
3952,0.0,6.25,0.0,1.0,0.0,83
3957,0.8793103448275862,3.086206896551724,0.0,0.0,0.0,31
3962,0.0,4.0,0.0,0.0,0.0,129
3977,0.5,7.5,0.0,0.0,0.0,21
3988,0.75,6.25,1.0,0.0,0.0,117
3990,0.25,9.0,1.0,0.0,0.0,21
3996,0.0,19.0,0.0,0.0,0.0,99
3999,0.6666666666666666,9.666666666666666,0.0,0.0,0.0,24
4006,0.16666666666666666,6.5,0.0,0.0,0.0,88
4025,0.0,15.0,0.0,0.0,0.0,109
4058,0.0,6.0,0.0,0.0,0.0,30
4066,0.0,1.0,0.0,0.0,0.0,9
4071,0.0,2.0,0.0,0.0,0.0,66
4086,0.4,4.5,0.0,0.0,0.0,16
4091,0.0,10.0,0.0,0.0,0.0,110
4097,0.0,17.0,0.0,0.0,0.0,112
4098,0.0,10.0,0.0,0.0,0.0,21
4136,0.0,11.0,0.0,0.0,0.0,16
4138,0.0,4.0,0.0,0.0,0.0,77
4149,0.0,4.0,0.0,1.0,0.0,24
4163,0.0,9.0,0.0,0.0,0.0,4
4169,0.0,22.0,0.0,0.0,0.0,106
4189,0.0,9.0,0.0,0.0,0.0,120
4193,0.0,7.5,0.0,0.0,0.0,12
4210,0.6551724137931034,5.137931034482759,0.0,0.0,0.0,84
4217,0.0,5.0,0.0,0.0,0.0,45
4235,0.0,7.0,0.0,0.0,0.0,105
4269,0.5,2.5,0.0,0.0,0.0,21
4274,0.6,14.6,0.0,0.0,0.0,21
4292,0.0,11.0,0.0,0.0,0.0,114
4294,0.0,8.0,0.0,0.0,0.0,13
4302,0.5,3.75,0.0,0.0,0.0,116
4317,0.0,4.0,0.0,0.0,0.0,95
4338,0.0,8.0,1.0,0.0,0.0,50
4343,0.0,2.0,0.0,0.0,0.0,90
4347,0.5,7.5,0.0,0.0,0.0,49
4350,0.6666666666666666,3.0,0.0,0.0,0.0,2
4352,0.0,10.0,0.0,0.0,0.0,47
4357,0.0,2.0,0.0,0.0,0.0,71
4367,0.75,6.0,0.0,0.0,0.0,21
4374,0.0,6.0,0.0,0.0,0.0,54
4387,0.0,4.0,0.0,0.0,0.0,38
4398,0.0,3.0,0.0,0.0,0.0,27
4406,0.6666666666666666,3.6666666666666665,0.0,0.0,0.0,76
4410,0.3333333333333333,16.0,0.0,0.0,0.0,121
4421,0.25,7.25,0.0,0.0,0.0,106
4428,0.0,8.0,0.0,1.0,0.0,79
4447,0.0,17.0,0.0,0.0,0.0,50
4455,0.8,4.2,0.0,0.0,0.0,48
4461,0.0,7.833333333333333,0.0,0.0,0.0,19
4472,0.8333333333333334,4.722222222222222,0.0,0.0,0.0,91
4477,0.0,7.0,0.0,0.0,0.0,76
4478,0.0,4.0,0.0,0.0,0.0,37
4487,0.4,18.4,0.0,0.0,0.0,81
4489,0.0,6.0,0.0,0.0,0.0,104
4493,0.0,3.5,0.0,0.0,0.0,115
4497,0.0,23.0,0.0,0.0,0.0,4
4516,0.0,21.0,0.0,0.0,0.0,69
4518,0.0,1.0,0.0,0.0,0.0,24
4541,0.0,9.0,0.0,1.0,0.0,24
4557,0.0,4.0,0.0,0.0,0.0,67
4559,0.0,3.0,0.0,0.0,0.0,97
4562,0.7777777777777778,3.5555555555555554,0.0,0.0,0.0,83
4564,0.0,7.5,0.0,0.0,0.0,83
4565,0.5,8.5,0.0,0.0,0.0,78
4575,0.0,6.0,0.0,0.0,0.0,23
4576,0.0,1.0,0.0,0.0,0.0,37
4591,0.0,5.0,1.0,0.0,0.0,130
4595,0.6,9.2,0.0,0.0,0.0,96
4605,0.5128205128205128,8.846153846153847,0.0,0.0,0.0,83
4606,0.5,3.5,0.0,0.0,0.0,23
4614,0.0,11.0,0.0,0.0,0.0,21
4635,0.0,12.0,0.0,0.0,0.0,129
4649,0.0,4.0,0.0,0.0,0.0,54
4656,0.5,10.75,0.0,0.0,0.0,88
4658,0.8333333333333334,2.0833333333333335,1.0,0.0,0.0,115
4660,0.5,3.5,0.0,0.0,0.0,79
4664,0.0,10.0,0.0,0.0,0.0,37
4671,0.0,2.0,1.0,0.0,0.0,83
4713,0.5,10.5,0.0,0.0,0.0,35
4731,0.5,5.0,0.0,0.0,0.0,26
4734,0.8571428571428571,4.714285714285714,0.0,0.0,0.0,41
4759,0.0,7.0,0.0,0.0,0.0,17
4778,0.6666666666666666,4.333333333333333,0.0,0.0,0.0,78
4781,0.2,6.0,0.0,1.0,0.0,91
4792,0.6666666666666666,7.555555555555555,0.0,0.0,0.0,121
4793,0.5,5.5,0.0,1.0,0.0,120
4795,0.0,4.0,0.0,0.0,0.0,64
4799,0.26666666666666666,9.733333333333333,1.0,0.0,0.0,21
4809,0.8,7.0,0.0,0.0,0.0,120
4817,0.0,9.0,0.0,0.0,0.0,99
4818,0.0,13.0,0.0,0.0,0.0,6
4844,0.6666666666666666,7.333333333333333,0.0,0.0,0.0,37
4846,0.0,14.0,0.0,0.0,0.0,38
4847,0.0,12.0,0.0,0.0,0.0,59
4853,0.3333333333333333,9.666666666666666,0.0,0.0,0.0,83
4855,0.75,9.25,0.0,0.0,0.0,123
4872,0.0,27.0,0.0,0.0,0.0,21
4893,0.0,10.0,0.0,0.0,0.0,130
4913,0.0,5.5,0.0,0.0,0.0,78
4916,0.6666666666666666,10.666666666666666,0.0,0.0,0.0,37
4919,0.0,18.0,0.0,0.0,0.0,74
4920,0.6153846153846154,7.230769230769231,0.0,0.0,0.0,123
4924,0.0,27.0,0.0,0.0,0.0,59
4927,0.5,3.5,0.0,0.0,0.0,45
4932,0.0,3.0,0.0,0.0,0.0,37
4941,0.0,9.0,0.0,0.0,0.0,101
4942,0.8235294117647058,10.823529411764707,0.0,0.0,0.0,91
4945,0.6666666666666666,11.333333333333334,0.0,0.0,0.0,123
4952,0.0,8.0,1.0,0.0,0.0,115
4957,0.6428571428571429,9.5,0.0,0.0,0.0,120
4960,0.0,10.0,0.0,0.0,0.0,79
4962,0.5714285714285714,11.571428571428571,0.0,0.0,0.0,120
4983,0.3333333333333333,11.333333333333334,0.0,0.0,0.0,107
4995,0.0,2.0,0.0,0.0,0.0,27
5002,0.0,11.0,0.5582158240887148,0.8296957838490907,0.0,3
5003,0.0,8.0,0.0,0.0,0.0,106
5006,0.0,17.0,0.0,0.0,0.0,17
5020,0.0,10.0,0.0,0.0,0.0,3
5024,0.5,9.3,0.0,0.0,0.0,59
5025,0.16666666666666666,10.666666666666666,0.0,0.0,0.0,83
5031,0.6666666666666666,9.333333333333334,0.0,0.0,0.0,67
5072,0.0,11.0,0.0,0.0,0.0,37
5077,0.35294117647058826,7.235294117647059,0.0,0.0,0.0,112
