user_id,product_id,days_since_prior_order,days_since_prior_reorder_rate
2,47766,3.0,0.25
2,47766,8.0,0.25
2,47766,10.0,0.25
2,47792,8.0,1.0
2,48099,8.0,1.0
2,48110,0.0,0.5
2,48110,27.0,0.5
2,48210,8.0,1.0
2,48523,30.0,1.0
2,48821,30.0,1.0
2,49273,8.0,1.0
2,49451,8.0,1.0
3,248,9.0,1.0
3,1005,17.0,1.0
3,1819,7.0,0.6666666666666666
3,1819,20.0,0.3333333333333333
3,7503,21.0,1.0
3,8021,9.0,1.0
3,9387,0.0,0.2
3,9387,7.0,0.4
3,9387,12.0,0.2
3,9387,20.0,0.2
3,12845,20.0,1.0
3,14992,7.0,1.0
3,15143,0.0,1.0
3,16797,0.0,0.3333333333333333
3,16797,7.0,0.6666666666666666
3,16965,12.0,0.5
3,16965,20.0,0.5
3,17668,0.0,0.2
3,17668,9.0,0.2
3,17668,11.0,0.2
3,17668,12.0,0.2
3,17668,17.0,0.2
3,18370,12.0,1.0
3,18599,7.0,0.5
3,18599,15.0,0.25
3,18599,17.0,0.25
3,21137,9.0,1.0
3,21903,0.0,0.125
3,21903,7.0,0.25
3,21903,9.0,0.125
3,21903,11.0,0.125
3,21903,12.0,0.125
3,21903,15.0,0.125
3,21903,21.0,0.125
3,22035,7.0,0.6666666666666666
3,22035,12.0,0.3333333333333333
3,23650,9.0,0.5
3,23650,15.0,0.5
3,24010,7.0,0.5
3,24010,20.0,0.5
3,24810,0.0,0.3333333333333333
3,24810,7.0,0.3333333333333333
3,24810,15.0,0.3333333333333333
3,28373,12.0,0.5
3,28373,21.0,0.5
3,32402,0.0,0.3333333333333333
3,32402,9.0,0.3333333333333333
3,32402,17.0,0.3333333333333333
3,38596,9.0,1.0
3,39190,0.0,0.1
3,39190,7.0,0.4
3,39190,11.0,0.1
3,39190,12.0,0.1
3,39190,15.0,0.1
3,39190,17.0,0.1
3,39190,21.0,0.1
3,39922,0.0,1.0
3,40604,9.0,1.0
3,42265,12.0,1.0
3,42557,7.0,1.0
3,43961,7.0,0.75
3,43961,11.0,0.25
3,44683,7.0,0.5
3,44683,12.0,0.5
3,47766,0.0,0.1111111111111111
3,47766,7.0,0.3333333333333333
3,47766,11.0,0.1111111111111111
3,47766,12.0,0.1111111111111111
3,47766,15.0,0.1111111111111111
3,47766,17.0,0.1111111111111111
3,47766,21.0,0.1111111111111111
3,48523,7.0,1.0
3,49683,21.0,1.0
4,1200,21.0,1.0
4,2707,0.0,1.0
4,7160,19.0,1.0
4,7350,0.0,1.0
4,11865,21.0,1.0
4,17769,21.0,1.0
4,19057,21.0,1.0
4,21573,0.0,1.0
4,22199,15.0,1.0
4,25146,15.0,1.0
4,25623,0.0,1.0
4,26576,0.0,1.0
4,35469,0.0,0.5
4,35469,21.0,0.5
4,36606,0.0,1.0
4,37646,21.0,1.0
4,42329,19.0,1.0
4,43704,21.0,1.0
5,3376,19.0,1.0
5,5999,19.0,1.0
5,6808,11.0,1.0
5,8518,0.0,0.5
5,8518,19.0,0.5
5,11777,0.0,0.25
5,11777,10.0,0.25
5,11777,11.0,0.25
5,11777,19.0,0.25
5,13870,11.0,1.0
5,13988,11.0,0.5
5,13988,19.0,0.5
5,15349,0.0,0.5
5,15349,6.0,0.5
5,16168,19.0,1.0
5,16185,6.0,1.0
5,18761,11.0,1.0
5,19057,6.0,1.0
5,20114,6.0,1.0
5,20754,10.0,1.0
5,20843,6.0,1.0
5,21413,0.0,0.3333333333333333
5,21413,6.0,0.3333333333333333
5,21413,19.0,0.3333333333333333
5,21616,6.0,0.5
5,21616,11.0,0.5
5,22475,0.0,1.0
5,24231,10.0,1.0
5,24535,0.0,0.3333333333333333
5,24535,11.0,0.3333333333333333
5,24535,19.0,0.3333333333333333
5,26604,0.0,0.25
5,26604,10.0,0.25
5,26604,11.0,0.25
5,26604,19.0,0.25
5,27344,19.0,1.0
5,28289,0.0,1.0
5,31717,0.0,1.0
5,40706,6.0,0.3333333333333333
5,40706,10.0,0.3333333333333333
5,40706,19.0,0.3333333333333333
5,43693,0.0,0.3333333333333333
5,43693,11.0,0.3333333333333333
5,43693,19.0,0.3333333333333333
5,48204,6.0,1.0
5,48775,0.0,1.0
6,8424,12.0,1.0
6,10644,6.0,1.0
6,11068,6.0,1.0
6,20323,6.0,1.0
6,21903,0.0,0.5
6,21903,6.0,0.5
6,25659,12.0,1.0
6,27521,0.0,1.0
6,38293,0.0,0.5
6,38293,6.0,0.5
6,40992,6.0,1.0
6,45007,6.0,1.0
6,48679,0.0,1.0
6,49401,12.0,1.0
7,274,30.0,1.0
7,519,0.0,0.5
7,519,30.0,0.5
7,4920,2.0,0.14285714285714285
7,4920,4.0,0.14285714285714285
7,4920,6.0,0.14285714285714285
7,4920,9.0,0.14285714285714285
7,4920,11.0,0.14285714285714285
7,4920,28.0,0.14285714285714285
7,4920,30.0,0.14285714285714285
7,4945,7.0,0.3333333333333333
7,4945,11.0,0.3333333333333333
7,4945,28.0,0.3333333333333333
7,6361,0.0,0.2
7,6361,3.0,0.2
7,6361,9.0,0.2
7,6361,30.0,0.4
7,8277,2.0,0.3333333333333333
7,8277,5.0,0.3333333333333333
7,8277,28.0,0.3333333333333333
7,8518,7.0,0.6666666666666666
7,8518,30.0,0.3333333333333333
7,9598,7.0,0.3333333333333333
7,9598,30.0,0.6666666666666666
7,10504,11.0,1.0
7,10895,8.0,0.3333333333333333
7,10895,9.0,0.3333333333333333
7,10895,30.0,0.3333333333333333
7,11520,28.0,1.0
7,12053,6.0,1.0
7,12196,3.0,0.5
7,12196,11.0,0.5
7,13176,2.0,1.0
7,13198,5.0,0.1111111111111111
7,13198,6.0,0.2222222222222222
7,13198,7.0,0.1111111111111111
7,13198,8.0,0.1111111111111111
7,13198,9.0,0.1111111111111111
7,13198,28.0,0.1111111111111111
7,13198,30.0,0.2222222222222222
7,13249,0.0,1.0
7,13802,9.0,1.0
7,14267,30.0,1.0
7,14332,0.0,0.5
7,14332,9.0,0.5
7,15581,30.0,1.0
7,15592,7.0,0.5
7,15592,11.0,0.5
7,17638,3.0,0.08333333333333333
7,17638,5.0,0.08333333333333333
7,17638,6.0,0.16666666666666666
7,17638,7.0,0.08333333333333333
7,17638,8.0,0.08333333333333333
7,17638,9.0,0.16666666666666666
7,17638,11.0,0.08333333333333333
7,17638,28.0,0.08333333333333333
7,17638,30.0,0.16666666666666666
7,18382,11.0,1.0
7,18880,7.0,1.0
7,19019,3.0,0.3333333333333333
7,19019,30.0,0.6666666666666666
7,19678,9.0,0.5
7,19678,30.0,0.5
7,21137,2.0,0.1
7,21137,3.0,0.2
7,21137,5.0,0.1
7,21137,6.0,0.1
7,21137,7.0,0.1
7,21137,9.0,0.1
7,21137,10.0,0.1
7,21137,11.0,0.1
7,21137,17.0,0.1
7,21298,2.0,1.0
7,22000,7.0,0.5
7,22000,11.0,0.5
7,22742,2.0,1.0
7,22963,0.0,0.3333333333333333
7,22963,30.0,0.6666666666666666
7,23516,7.0,1.0
7,23712,3.0,0.5
7,23712,11.0,0.5
7,25199,11.0,1.0
7,26209,7.0,1.0
7,26346,10.0,1.0
7,27156,7.0,1.0
7,27344,28.0,1.0
7,27690,7.0,0.25
7,27690,9.0,0.25
7,27690,30.0,0.5
7,29602,2.0,1.0
7,29871,0.0,0.3333333333333333
7,29871,30.0,0.6666666666666666
7,29894,6.0,0.5
7,29894,7.0,0.5
7,29993,4.0,0.3333333333333333
7,29993,7.0,0.3333333333333333
7,29993,9.0,0.3333333333333333
7,30391,4.0,0.14285714285714285
7,30391,5.0,0.14285714285714285
7,30391,7.0,0.14285714285714285
7,30391,9.0,0.14285714285714285
7,30391,17.0,0.14285714285714285
7,30391,30.0,0.2857142857142857
7,31343,7.0,0.5
7,31343,30.0,0.5
7,31683,0.0,0.125
7,31683,4.0,0.125
7,31683,6.0,0.125
7,31683,7.0,0.125
7,31683,8.0,0.125
7,31683,9.0,0.125
7,31683,30.0,0.25
7,31717,7.0,1.0
7,32177,2.0,0.3333333333333333
7,32177,7.0,0.3333333333333333
7,32177,28.0,0.3333333333333333
7,33740,2.0,1.0
7,35333,7.0,0.5
7,35333,11.0,0.5
7,37602,3.0,0.08333333333333333
7,37602,4.0,0.08333333333333333
7,37602,5.0,0.08333333333333333
7,37602,6.0,0.08333333333333333
7,37602,7.0,0.08333333333333333
7,37602,8.0,0.08333333333333333
7,37602,9.0,0.08333333333333333
7,37602,11.0,0.08333333333333333
7,37602,17.0,0.08333333333333333
7,37602,28.0,0.08333333333333333
7,37602,30.0,0.16666666666666666
7,37999,0.0,0.16666666666666666
7,37999,3.0,0.3333333333333333
7,37999,6.0,0.16666666666666666
7,37999,9.0,0.16666666666666666
7,37999,30.0,0.16666666666666666
7,39121,4.0,0.3333333333333333
7,39121,7.0,0.3333333333333333
7,39121,30.0,0.3333333333333333
7,39275,0.0,0.25
7,39275,4.0,0.25
7,39275,5.0,0.25
7,39275,8.0,0.25
7,40852,3.0,0.07142857142857142
7,40852,4.0,0.07142857142857142
7,40852,5.0,0.07142857142857142
7,40852,6.0,0.14285714285714285
7,40852,7.0,0.14285714285714285
7,40852,9.0,0.14285714285714285
7,40852,11.0,0.07142857142857142
7,40852,17.0,0.07142857142857142
7,40852,28.0,0.07142857142857142
7,40852,30.0,0.14285714285714285
7,42265,11.0,1.0
7,42803,3.0,0.14285714285714285
7,42803,6.0,0.14285714285714285
7,42803,8.0,0.14285714285714285
7,42803,9.0,0.14285714285714285
7,42803,10.0,0.14285714285714285
7,42803,28.0,0.14285714285714285
7,42803,30.0,0.14285714285714285
7,42828,30.0,1.0
7,43352,11.0,1.0
7,43967,5.0,0.14285714285714285
7,43967,6.0,0.14285714285714285
7,43967,8.0,0.14285714285714285
7,43967,9.0,0.2857142857142857
7,43967,30.0,0.2857142857142857
7,44661,7.0,1.0
7,45066,0.0,0.2
7,45066,6.0,0.2
7,45066,7.0,0.2
7,45066,11.0,0.2
7,45066,30.0,0.2
7,45537,4.0,0.3333333333333333
7,45537,30.0,0.6666666666666666
7,45628,0.0,0.2
7,45628,4.0,0.2
7,45628,6.0,0.2
7,45628,9.0,0.2
7,45628,30.0,0.2
7,46969,2.0,1.0
7,47272,3.0,0.4
7,47272,6.0,0.2
7,47272,7.0,0.2
7,47272,9.0,0.2
7,47623,7.0,1.0
7,49235,3.0,1.0
7,49508,0.0,0.5
7,49508,30.0,0.5
8,651,0.0,1.0
8,1529,0.0,1.0
8,2078,0.0,0.3333333333333333
8,2078,30.0,0.6666666666666666
8,2846,10.0,1.0
8,4799,30.0,1.0
8,4853,10.0,1.0
8,5539,10.0,1.0
8,6141,0.0,1.0
8,6473,0.0,1.0
8,7058,10.0,1.0
8,8193,30.0,1.0
8,9839,0.0,0.5
8,9839,30.0,0.5
8,10644,30.0,1.0
8,10960,10.0,1.0
8,11136,30.0,1.0
8,14992,0.0,0.5
8,14992,30.0,0.5
8,15143,30.0,1.0
8,15937,10.0,0.5
8,15937,30.0,0.5
8,16349,0.0,1.0
8,17794,0.0,0.3333333333333333
8,17794,30.0,0.6666666666666666
8,18479,30.0,1.0
8,18531,30.0,1.0
8,20920,0.0,1.0
8,21903,0.0,0.3333333333333333
8,21903,10.0,0.3333333333333333
8,21903,30.0,0.3333333333333333
8,22247,10.0,1.0
8,23165,0.0,0.25
8,23165,10.0,0.25
8,23165,30.0,0.5
8,23400,0.0,1.0
8,24838,0.0,1.0
8,25659,10.0,1.0
8,26882,30.0,1.0
8,27104,10.0,1.0
8,28985,0.0,0.5
8,28985,30.0,0.5
8,31717,10.0,1.0
8,32030,0.0,0.5
8,32030,30.0,0.5
8,32197,30.0,1.0
8,33640,30.0,1.0
8,34190,0.0,1.0
8,34358,30.0,1.0
8,37803,10.0,1.0
8,39110,0.0,1.0
8,39812,0.0,1.0
8,41259,10.0,1.0
8,41540,10.0,0.5
8,41540,30.0,0.5
8,42736,30.0,1.0
8,43295,30.0,1.0
8,44099,0.0,1.0
8,47766,10.0,1.0
8,48121,10.0,1.0
8,48230,10.0,1.0
8,49533,0.0,1.0
9,311,0.0,1.0
9,481,0.0,0.5
9,481,30.0,0.5
9,1559,30.0,1.0
9,2732,30.0,1.0
9,3634,30.0,1.0
9,4957,0.0,0.5
9,4957,6.0,0.5
9,5002,0.0,1.0
9,5194,0.0,1.0
9,6489,0.0,0.5
9,6489,30.0,0.5
9,7952,0.0,1.0
9,8467,30.0,1.0
9,8834,6.0,0.3333333333333333
9,8834,30.0,0.6666666666666666
9,8952,0.0,1.0
9,10132,30.0,1.0
9,11790,0.0,1.0
9,12075,30.0,1.0
9,13351,0.0,1.0
9,13740,0.0,1.0
9,16018,0.0,1.0
9,16154,0.0,1.0
9,17600,30.0,1.0
9,18926,6.0,0.3333333333333333
9,18926,30.0,0.6666666666666666
9,19627,0.0,1.0
9,20899,30.0,1.0
9,21108,0.0,1.0
9,21462,30.0,1.0
9,23592,0.0,1.0
9,23765,30.0,1.0
9,24341,6.0,0.5
9,24341,30.0,0.5
9,24952,30.0,1.0
9,24954,30.0,1.0
9,26604,6.0,0.3333333333333333
9,26604,30.0,0.6666666666666666
9,26790,0.0,1.0
9,27555,30.0,1.0
9,27596,30.0,1.0
9,27690,0.0,1.0
9,27966,0.0,0.5
9,27966,6.0,0.5
9,27973,0.0,0.25
9,27973,6.0,0.25
9,27973,30.0,0.5
9,29594,6.0,0.3333333333333333
9,29594,30.0,0.6666666666666666
9,30252,6.0,0.3333333333333333
9,30252,30.0,0.6666666666666666
9,30967,30.0,1.0
9,31066,0.0,1.0
9,33754,0.0,0.3333333333333333
9,33754,30.0,0.6666666666666666
9,33787,6.0,1.0
9,34448,30.0,1.0
9,38159,0.0,0.5
9,38159,6.0,0.5
9,38277,0.0,0.5
9,38277,30.0,0.5
9,38777,30.0,1.0
9,38988,30.0,1.0
9,39409,30.0,1.0
9,40571,0.0,0.3333333333333333
9,40571,30.0,0.6666666666666666
9,41844,30.0,1.0
9,42347,30.0,1.0
9,42828,0.0,0.3333333333333333
9,42828,30.0,0.6666666666666666
9,43875,0.0,1.0
9,45045,0.0,1.0
9,45767,0.0,0.5
9,45767,30.0,0.5
9,47167,0.0,1.0
10,260,14.0,0.5
10,260,23.0,0.5
10,1529,14.0,0.3333333333333333
10,1529,23.0,0.3333333333333333
10,1529,30.0,0.3333333333333333
10,4920,12.0,1.0
10,5450,12.0,1.0
10,5646,30.0,1.0
10,5769,12.0,1.0
10,5818,30.0,1.0
10,7632,30.0,1.0
10,7746,30.0,1.0
10,8988,30.0,1.0
10,9339,14.0,0.3333333333333333
10,9339,23.0,0.3333333333333333
10,9339,30.0,0.3333333333333333
10,9871,14.0,0.5
10,9871,23.0,0.5
10,10177,30.0,1.0
10,11068,12.0,1.0
10,11782,30.0,1.0
10,13083,12.0,1.0
10,13198,30.0,1.0
10,13212,30.0,1.0
10,13512,30.0,1.0
10,13629,12.0,1.0
10,13829,14.0,0.5
10,13829,23.0,0.5
10,14992,30.0,1.0
10,15011,30.0,1.0
10,15290,30.0,1.0
10,15392,30.0,1.0
10,15937,30.0,1.0
10,16185,14.0,0.5
10,16185,23.0,0.5
10,16797,0.0,0.25
10,16797,12.0,0.25
10,16797,14.0,0.25
10,16797,23.0,0.25
10,16857,30.0,1.0
10,17794,12.0,1.0
10,17828,14.0,0.5
10,17828,23.0,0.5
10,18441,30.0,1.0
10,18656,12.0,1.0
10,19019,14.0,0.5
10,19019,23.0,0.5
10,19678,12.0,1.0
10,20632,14.0,0.5
10,20632,23.0,0.5
10,20920,14.0,0.5
10,20920,23.0,0.5
10,20995,30.0,1.0
10,21174,12.0,1.0
10,21833,12.0,1.0
10,22035,14.0,0.5
10,22035,23.0,0.5
10,22825,30.0,1.0
10,23165,30.0,1.0
10,23541,14.0,0.5
10,23541,23.0,0.5
10,23879,14.0,0.5
10,23879,23.0,0.5
10,24184,14.0,0.5
10,24184,23.0,0.5
10,24654,30.0,1.0
10,24852,0.0,1.0
10,25931,14.0,0.3333333333333333
10,25931,23.0,0.3333333333333333
10,25931,30.0,0.3333333333333333
10,26209,12.0,1.0
10,26940,12.0,1.0
10,27104,0.0,0.5
10,27104,30.0,0.5
10,27156,30.0,1.0
10,28535,12.0,0.25
10,28535,14.0,0.25
10,28535,23.0,0.25
10,28535,30.0,0.25
10,28842,12.0,0.3333333333333333
10,28842,14.0,0.3333333333333333
10,28842,23.0,0.3333333333333333
10,28928,12.0,1.0
10,28986,30.0,1.0
10,29650,30.0,1.0
10,30305,12.0,1.0
10,30489,12.0,0.25
10,30489,14.0,0.25
10,30489,23.0,0.25
10,30489,30.0,0.25
10,31506,14.0,0.3333333333333333
10,31506,23.0,0.3333333333333333
10,31506,30.0,0.3333333333333333
10,31717,0.0,1.0
10,32299,30.0,1.0
10,32537,30.0,1.0
10,34126,12.0,1.0
10,34128,30.0,1.0
10,34358,30.0,1.0
10,35725,30.0,1.0
10,35973,30.0,1.0
10,36695,30.0,1.0
10,36735,30.0,1.0
10,36865,14.0,0.5
10,36865,23.0,0.5
10,37687,12.0,1.0
10,38293,14.0,1.0
10,39877,12.0,1.0
10,40604,14.0,0.3333333333333333
10,40604,23.0,0.3333333333333333
10,40604,30.0,0.3333333333333333
10,40706,12.0,0.3333333333333333
10,40706,14.0,0.3333333333333333
10,40706,23.0,0.3333333333333333
10,41220,30.0,1.0
10,42342,12.0,1.0
10,42625,14.0,0.5
10,42625,23.0,0.5
10,42647,14.0,0.5
10,42647,23.0,0.5
10,42736,12.0,1.0
10,43014,30.0,1.0
10,43352,12.0,1.0
10,44359,12.0,1.0
10,44910,30.0,1.0
10,45007,12.0,1.0
10,45664,30.0,1.0
10,46979,0.0,0.25
10,46979,14.0,0.25
10,46979,23.0,0.25
10,46979,30.0,0.25
10,47042,14.0,0.3333333333333333
10,47042,23.0,0.3333333333333333
10,47042,30.0,0.3333333333333333
10,47380,12.0,0.5
10,47380,30.0,0.5
10,47526,12.0,0.25
10,47526,14.0,0.25
10,47526,23.0,0.25
10,47526,30.0,0.25
10,47591,14.0,0.5
10,47591,23.0,0.5
10,47626,12.0,1.0
10,47788,12.0,1.0
10,48204,30.0,1.0
10,48720,30.0,1.0
10,48775,12.0,1.0
11,95,30.0,1.0
11,2002,0.0,1.0
11,4799,30.0,1.0
11,5605,30.0,1.0
11,5989,30.0,1.0
11,8197,14.0,1.0
11,8230,7.0,1.0
11,8309,0.0,0.2
11,8309,7.0,0.2
11,8309,14.0,0.2
11,8309,30.0,0.4
11,8670,12.0,0.3333333333333333
11,8670,14.0,0.3333333333333333
11,8670,30.0,0.3333333333333333
11,10644,0.0,0.5
11,10644,30.0,0.5
11,12384,30.0,1.0
11,13176,30.0,1.0
11,14947,7.0,0.25
11,14947,12.0,0.25
11,14947,14.0,0.25
11,14947,30.0,0.25
11,15261,7.0,1.0
11,16869,0.0,0.5
11,16869,14.0,0.5
11,17706,30.0,1.0
11,17794,30.0,1.0
11,18465,12.0,1.0
11,18987,0.0,1.0
11,19543,14.0,1.0
11,19769,30.0,1.0
11,20383,7.0,0.5
11,20383,30.0,0.5
11,21040,30.0,1.0
11,22950,7.0,1.0
11,23400,12.0,1.0
11,24799,30.0,1.0
11,26209,30.0,1.0
11,27451,30.0,1.0
11,27959,7.0,0.2
11,27959,12.0,0.2
11,27959,14.0,0.2
11,27959,30.0,0.4
11,28465,0.0,0.3333333333333333
11,28465,7.0,0.3333333333333333
11,28465,30.0,0.3333333333333333
11,30480,7.0,1.0
11,30563,30.0,1.0
11,30855,30.0,1.0
11,33021,30.0,1.0
11,33037,7.0,1.0
11,33572,14.0,0.5
11,33572,30.0,0.5
11,33731,12.0,0.5
11,33731,14.0,0.5
11,34551,7.0,1.0
11,34658,7.0,0.3333333333333333
11,34658,12.0,0.3333333333333333
11,34658,14.0,0.3333333333333333
11,35321,7.0,1.0
11,35640,0.0,0.3333333333333333
11,35640,12.0,0.3333333333333333
11,35640,14.0,0.3333333333333333
11,35738,0.0,1.0
11,35765,0.0,1.0
11,35948,12.0,0.25
11,35948,14.0,0.25
11,35948,30.0,0.5
11,36070,0.0,0.5
11,36070,12.0,0.5
11,38456,0.0,0.5
11,38456,14.0,0.5
11,38970,30.0,1.0
